id,Estimate,MarginOfError,CTYNAME,STNAME
0500000US39021,15159,334,Champaign County, Ohio
0500000US39023,54696,629,Clark County, Ohio
0500000US39025,78009,507,Clermont County, Ohio
0500000US39027,16528,307,Clinton County, Ohio
0500000US39029,41537,552,Columbiana County, Ohio
0500000US39031,14476,280,Coshocton County, Ohio
0500000US39033,17782,329,Crawford County, Ohio
0500000US39035,540965,2090,Cuyahoga County, Ohio
0500000US39037,20861,321,Darke County, Ohio
0500000US39039,15297,267,Defiance County, Ohio
0500000US39041,69985,446,Delaware County, Ohio
0500000US39043,31183,528,Erie County, Ohio
0500000US39045,56339,622,Fairfield County, Ohio
0500000US39047,11773,239,Fayette County, Ohio
0500000US39049,511447,2131,Franklin County, Ohio
0500000US39051,16506,209,Fulton County, Ohio
0500000US39053,11588,358,Gallia County, Ohio
0500000US39055,35298,383,Geauga County, Ohio
0500000US39057,65604,690,Greene County, Ohio
0500000US39059,16220,390,Guernsey County, Ohio
0500000US39061,341873,1658,Hamilton County, Ohio
0500000US39063,31937,450,Hancock County, Ohio
0500000US39065,11678,318,Hardin County, Ohio
0500000US39067,6223,208,Harrison County, Ohio
0500000US39069,10992,236,Henry County, Ohio
0500000US39071,16772,341,Highland County, Ohio
0500000US39073,11286,330,Hocking County, Ohio
0500000US39075,12342,294,Holmes County, Ohio
0500000US39077,22935,361,Huron County, Ohio
0500000US39079,12780,340,Jackson County, Ohio
0500000US39081,27428,455,Jefferson County, Ohio
0500000US39083,23248,361,Knox County, Ohio
0500000US39085,96361,699,Lake County, Ohio
0500000US39087,23221,462,Lawrence County, Ohio
0500000US39089,64035,637,Licking County, Ohio
0500000US39091,18677,376,Logan County, Ohio
0500000US39093,120281,700,Lorain County, Ohio
0500000US39095,179930,1138,Lucas County, Ohio
0500000US39097,15013,332,Madison County, Ohio
0500000US39099,98472,667,Mahoning County, Ohio
0500000US39101,24737,397,Marion County, Ohio
0500000US39103,69007,485,Medina County, Ohio
0500000US39105,9045,267,Meigs County, Ohio
0500000US39107,16234,270,Mercer County, Ohio
0500000US39109,41043,455,Miami County, Ohio
0500000US39111,5745,224,Monroe County, Ohio
0500000US39113,224328,1502,Montgomery County, Ohio
0500000US39115,6108,208,Morgan County, Ohio
0500000US39117,12922,311,Morrow County, Ohio
0500000US39119,33878,494,Muskingum County, Ohio
0500000US39121,5067,250,Noble County, Ohio
0500000US39123,18051,359,Ottawa County, Ohio
0500000US39125,7705,194,Paulding County, Ohio
0500000US39127,13500,314,Perry County, Ohio
0500000US39129,19710,335,Pickaway County, Ohio
0500000US39131,10959,382,Pike County, Ohio
0500000US39133,61817,633,Portage County, Ohio
0500000US39135,16251,264,Preble County, Ohio
0500000US39137,13327,168,Putnam County, Ohio
0500000US39139,48449,630,Richland County, Ohio
0500000US39141,28802,469,Ross County, Ohio
0500000US39143,23574,423,Sandusky County, Ohio
0500000US39145,29858,498,Scioto County, Ohio
0500000US39147,21648,355,Seneca County, Ohio
0500000US39149,18608,277,Shelby County, Ohio
0500000US39151,153460,932,Stark County, Ohio
0500000US39153,224726,1131,Summit County, Ohio
0500000US39155,85621,891,Trumbull County, Ohio
0500000US39157,36631,452,Tuscarawas County, Ohio
0500000US39159,20212,221,Union County, Ohio
0500000US39161,11544,193,Van Wert County, Ohio
0500000US39163,5140,211,Vinton County, Ohio
0500000US39165,82957,816,Warren County, Ohio
0500000US39167,25197,420,Washington County, Ohio
0500000US39169,43824,452,Wayne County, Ohio
0500000US39171,15090,304,Williams County, Ohio
0500000US39173,50589,665,Wood County, Ohio
0500000US39175,9081,223,Wyandot County, Ohio
0500000US40001,7733,181,Adair County, Oklahoma
0500000US40003,1870,103,Alfalfa County, Oklahoma
0500000US40005,5284,151,Atoka County, Oklahoma
0500000US40007,1971,92,Beaver County, Oklahoma
0500000US40009,7578,331,Beckham County, Oklahoma
0500000US40011,3898,374,Blaine County, Oklahoma
0500000US40013,17253,236,Bryan County, Oklahoma
0500000US40015,10320,203,Caddo County, Oklahoma
0500000US40017,44906,429,Canadian County, Oklahoma
0500000US40019,18339,277,Carter County, Oklahoma
0500000US40021,16665,313,Cherokee County, Oklahoma
0500000US40023,5971,112,Choctaw County, Oklahoma
0500000US40025,977,68,Cimarron County, Oklahoma
0500000US40027,106172,813,Cleveland County, Oklahoma
0500000US40029,2227,75,Coal County, Oklahoma
0500000US40031,42842,763,Comanche County, Oklahoma
0500000US40033,2195,124,Cotton County, Oklahoma
0500000US40035,5422,175,Craig County, Oklahoma
0500000US40037,26427,266,Creek County, Oklahoma
0500000US40039,10653,333,Custer County, Oklahoma
0500000US40041,16739,277,Delaware County, Oklahoma
0500000US40043,1689,92,Dewey County, Oklahoma
0500000US40045,1614,84,Ellis County, Oklahoma
0500000US40047,23541,448,Garfield County, Oklahoma
0500000US40049,10447,196,Garvin County, Oklahoma
0500000US40051,19857,236,Grady County, Oklahoma
0500000US40053,1736,92,Grant County, Oklahoma
0500000US40055,2054,146,Greer County, Oklahoma
0500000US40057,1113,81,Harmon County, Oklahoma
0500000US40059,1258,79,Harper County, Oklahoma
0500000US40061,4931,108,Haskell County, Oklahoma
0500000US40063,4132,143,Hughes County, Oklahoma
0500000US40065,9762,309,Jackson County, Oklahoma
0500000US40067,2371,87,Jefferson County, Oklahoma
0500000US40069,4267,129,Johnston County, Oklahoma
0500000US40071,17610,312,Kay County, Oklahoma
0500000US40073,5609,230,Kingfisher County, Oklahoma
0500000US40075,3571,164,Kiowa County, Oklahoma
0500000US40077,4088,139,Latimer County, Oklahoma
0500000US40079,18261,244,Le Flore County, Oklahoma
0500000US40081,12763,209,Lincoln County, Oklahoma
0500000US40083,15512,359,Logan County, Oklahoma
0500000US40085,3268,115,Love County, Oklahoma
0500000US40087,14428,211,McClain County, Oklahoma
0500000US40089,12646,211,McCurtain County, Oklahoma
0500000US40091,8327,292,McIntosh County, Oklahoma
0500000US40093,3123,107,Major County, Oklahoma
0500000US40095,6195,166,Marshall County, Oklahoma
0500000US40097,15983,242,Mayes County, Oklahoma
0500000US40099,5238,195,Murray County, Oklahoma
0500000US40101,26234,364,Muskogee County, Oklahoma
0500000US40103,4515,124,Noble County, Oklahoma
0500000US40105,4099,103,Nowata County, Oklahoma
0500000US40107,3976,195,Okfuskee County, Oklahoma
0500000US40109,301570,1347,Oklahoma County, Oklahoma
0500000US40111,14724,249,Okmulgee County, Oklahoma
0500000US40113,18263,234,Osage County, Oklahoma
0500000US40115,11847,184,Ottawa County, Oklahoma
0500000US40117,6179,105,Pawnee County, Oklahoma
0500000US40119,30788,692,Payne County, Oklahoma
0500000US40121,17816,246,Pittsburg County, Oklahoma
0500000US40123,14278,242,Pontotoc County, Oklahoma
0500000US40125,25917,313,Pottawatomie County, Oklahoma
0500000US40127,4477,116,Pushmataha County, Oklahoma
0500000US40129,1377,70,Roger Mills County, Oklahoma
0500000US40131,34755,264,Rogers County, Oklahoma
0500000US40133,9317,168,Seminole County, Oklahoma
0500000US40135,15474,249,Sequoyah County, Oklahoma
0500000US40137,16720,261,Stephens County, Oklahoma
0500000US40139,6768,244,Texas County, Oklahoma
0500000US40141,2807,158,Tillman County, Oklahoma
0500000US40143,252661,741,Tulsa County, Oklahoma
0500000US40145,29208,225,Wagoner County, Oklahoma
0500000US40147,20455,257,Washington County, Oklahoma
0500000US40149,4224,168,Washita County, Oklahoma
0500000US40151,3281,176,Woods County, Oklahoma
0500000US40153,7495,294,Woodward County, Oklahoma
0500000US41001,6921,257,Baker County, Oregon
0500000US41003,35718,469,Benton County, Oregon
0500000US41005,157408,725,Clackamas County, Oregon
0500000US41007,15800,398,Clatsop County, Oregon
0500000US41009,19671,298,Columbia County, Oregon
0500000US41011,27025,485,Coos County, Oregon
0500000US41013,9588,264,Crook County, Oregon
0500000US41015,10546,412,Curry County, Oregon
0500000US41017,74397,897,Deschutes County, Oregon
0500000US41019,45456,535,Douglas County, Oregon
0500000US41021,842,57,Gilliam County, Oregon
0500000US41023,3381,139,Grant County, Oregon
0500000US41025,3244,175,Harney County, Oregon
0500000US41027,8600,352,Hood River County, Oregon
0500000US41029,88241,655,Jackson County, Oregon
0500000US41031,8094,217,Jefferson County, Oregon
0500000US41033,36367,490,Josephine County, Oregon
0500000US41035,27886,460,Klamath County, Oregon
0500000US41037,3515,176,Lake County, Oregon
0500000US41039,152312,728,Lane County, Oregon
0500000US41041,21298,546,Lincoln County, Oregon
0500000US41043,47762,464,Linn County, Oregon
0500000US41045,10062,272,Malheur County, Oregon
0500000US41047,118038,834,Marion County, Oregon
0500000US41049,4108,115,Morrow County, Oregon
0500000US41051,326229,1530,Multnomah County, Oregon
0500000US41053,30305,439,Polk County, Oregon
0500000US41055,748,53,Sherman County, Oregon
0500000US41057,10784,373,Tillamook County, Oregon
0500000US41059,26908,490,Umatilla County, Oregon
0500000US41061,10708,226,Union County, Oregon
0500000US41063,3214,125,Wallowa County, Oregon
0500000US41065,10305,283,Wasco County, Oregon
0500000US41067,219053,1123,Washington County, Oregon
0500000US41069,640,59,Wheeler County, Oregon
0500000US41071,36808,460,Yamhill County, Oregon
0500000US42001,39345,379,Adams County, Pennsylvania
0500000US42003,541541,2193,Allegheny County, Pennsylvania
0500000US42005,28137,388,Armstrong County, Pennsylvania
0500000US42007,71167,562,Beaver County, Pennsylvania
0500000US42009,19882,352,Bedford County, Pennsylvania
0500000US42011,154712,903,Berks County, Pennsylvania
0500000US42013,52126,543,Blair County, Pennsylvania
0500000US42015,25021,312,Bradford County, Pennsylvania
0500000US42017,238830,998,Bucks County, Pennsylvania
0500000US42019,76502,656,Butler County, Pennsylvania
0500000US42021,56674,605,Cambria County, Pennsylvania
0500000US42023,2184,93,Cameron County, Pennsylvania
0500000US42025,26043,532,Carbon County, Pennsylvania
0500000US42027,58201,680,Centre County, Pennsylvania
0500000US42029,190980,934,Chester County, Pennsylvania
0500000US42031,16021,295,Clarion County, Pennsylvania
0500000US42033,31248,471,Clearfield County, Pennsylvania
0500000US42035,14690,275,Clinton County, Pennsylvania
0500000US42037,26372,478,Columbia County, Pennsylvania
0500000US42039,35164,519,Crawford County, Pennsylvania
0500000US42041,99804,632,Cumberland County, Pennsylvania
0500000US42043,112212,1873,Dauphin County, Pennsylvania
0500000US42045,207257,1055,Delaware County, Pennsylvania
0500000US42047,14020,228,Elk County, Pennsylvania
0500000US42049,110318,736,Erie County, Pennsylvania
0500000US42051,54837,623,Fayette County, Pennsylvania
0500000US42053,1839,233,Forest County, Pennsylvania
0500000US42055,60438,594,Franklin County, Pennsylvania
0500000US42057,5989,126,Fulton County, Pennsylvania
0500000US42059,14230,332,Greene County, Pennsylvania
0500000US42061,16779,296,Huntingdon County, Pennsylvania
0500000US42063,33246,567,Indiana County, Pennsylvania
0500000US42065,18427,247,Jefferson County, Pennsylvania
0500000US42067,9372,180,Juniata County, Pennsylvania
0500000US42069,87161,777,Lackawanna County, Pennsylvania
0500000US42071,201620,826,Lancaster County, Pennsylvania
0500000US42073,37055,394,Lawrence County, Pennsylvania
0500000US42075,53579,507,Lebanon County, Pennsylvania
0500000US42077,138714,644,Lehigh County, Pennsylvania
0500000US42079,128660,923,Luzerne County, Pennsylvania
0500000US42081,45608,574,Lycoming County, Pennsylvania
0500000US42083,17147,375,McKean County, Pennsylvania
0500000US42085,46340,566,Mercer County, Pennsylvania
0500000US42087,19043,307,Mifflin County, Pennsylvania
0500000US42089,57098,983,Monroe County, Pennsylvania
0500000US42091,316206,1017,Montgomery County, Pennsylvania
0500000US42093,7404,188,Montour County, Pennsylvania
0500000US42095,114185,688,Northampton County, Pennsylvania
0500000US42097,39075,541,Northumberland County, Pennsylvania
0500000US42099,18231,227,Perry County, Pennsylvania
0500000US42101,601337,2540,Philadelphia County, Pennsylvania
0500000US42103,22119,517,Pike County, Pennsylvania
0500000US42105,6480,137,Potter County, Pennsylvania
0500000US42107,58749,642,Schuylkill County, Pennsylvania
0500000US42109,14794,212,Snyder County, Pennsylvania
0500000US42111,29644,420,Somerset County, Pennsylvania
0500000US42113,2723,174,Sullivan County, Pennsylvania
0500000US42115,17235,242,Susquehanna County, Pennsylvania
0500000US42117,16310,356,Tioga County, Pennsylvania
0500000US42119,14533,421,Union County, Pennsylvania
0500000US42121,22050,273,Venango County, Pennsylvania
0500000US42123,17115,280,Warren County, Pennsylvania
0500000US42125,84948,701,Washington County, Pennsylvania
0500000US42127,18841,455,Wayne County, Pennsylvania
0500000US42129,152283,889,Westmoreland County, Pennsylvania
0500000US42131,10790,239,Wyoming County, Pennsylvania
0500000US42133,172421,986,York County, Pennsylvania
0500000US44001,19217,378,Bristol County, Rhode Island
0500000US44003,69422,583,Kent County, Rhode Island
0500000US44005,34777,637,Newport County, Rhode Island
0500000US44007,237971,1418,Providence County, Rhode Island
0500000US44009,49102,768,Washington County, Rhode Island
0500000US45001,9660,347,Abbeville County, South Carolina
0500000US45003,67598,871,Aiken County, South Carolina
0500000US45005,3365,155,Allendale County, South Carolina
0500000US45007,76798,747,Anderson County, South Carolina
0500000US45009,5334,293,Bamberg County, South Carolina
0500000US45011,8360,301,Barnwell County, South Carolina
0500000US45013,71477,971,Beaufort County, South Carolina
0500000US45015,76881,784,Berkeley County, South Carolina
0500000US45017,6179,225,Calhoun County, South Carolina
0500000US45019,159195,1236,Charleston County, South Carolina
0500000US45021,20699,482,Cherokee County, South Carolina
0500000US45023,12653,268,Chester County, South Carolina
0500000US45025,17900,398,Chesterfield County, South Carolina
0500000US45027,13161,327,Clarendon County, South Carolina
0500000US45029,15075,372,Colleton County, South Carolina
0500000US45031,26484,506,Darlington County, South Carolina
0500000US45033,11029,377,Dillon County, South Carolina
0500000US45035,55351,722,Dorchester County, South Carolina
0500000US45037,9176,296,Edgefield County, South Carolina
0500000US45039,9191,446,Fairfield County, South Carolina
0500000US45041,52188,750,Florence County, South Carolina
0500000US45043,25498,588,Georgetown County, South Carolina
0500000US45045,192975,1092,Greenville County, South Carolina
0500000US45047,27612,438,Greenwood County, South Carolina
0500000US45049,6993,307,Hampton County, South Carolina
0500000US45051,131143,1271,Horry County, South Carolina
0500000US45053,10269,318,Jasper County, South Carolina
0500000US45055,24980,458,Kershaw County, South Carolina
0500000US45057,33899,515,Lancaster County, South Carolina
0500000US45059,25563,444,Laurens County, South Carolina
0500000US45061,6423,252,Lee County, South Carolina
0500000US45063,113104,695,Lexington County, South Carolina
0500000US45065,3957,217,McCormick County, South Carolina
0500000US45067,11600,397,Marion County, South Carolina
0500000US45069,9613,361,Marlboro County, South Carolina
0500000US45071,14810,399,Newberry County, South Carolina
0500000US45073,31978,569,Oconee County, South Carolina
0500000US45075,33060,627,Orangeburg County, South Carolina
0500000US45077,47934,640,Pickens County, South Carolina
0500000US45079,151853,1331,Richland County, South Carolina
0500000US45081,7094,240,Saluda County, South Carolina
0500000US45083,116645,786,Spartanburg County, South Carolina
0500000US45085,41776,648,Sumter County, South Carolina
0500000US45087,11432,342,Union County, South Carolina
0500000US45089,12686,322,Williamsburg County, South Carolina
0500000US45091,101211,733,York County, South Carolina
0500000US46003,1182,93,Aurora County, South Dakota
0500000US46005,7557,262,Beadle County, South Dakota
0500000US46007,984,88,Bennett County, South Dakota
0500000US46009,2536,125,Bon Homme County, South Dakota
0500000US46011,12896,327,Brookings County, South Dakota
0500000US46013,16305,307,Brown County, South Dakota
0500000US46015,2231,108,Brule County, South Dakota
0500000US46017,564,53,Buffalo County, South Dakota
0500000US46019,4164,179,Butte County, South Dakota
0500000US46021,673,48,Campbell County, South Dakota
0500000US46023,3166,85,Charles Mix County, South Dakota
0500000US46025,1546,72,Clark County, South Dakota
0500000US46027,5233,243,Clay County, South Dakota
0500000US46029,12075,238,Codington County, South Dakota
0500000US46031,1195,37,Corson County, South Dakota
0500000US46033,3876,248,Custer County, South Dakota
0500000US46035,8660,307,Davison County, South Dakota
0500000US46037,2574,99,Day County, South Dakota
0500000US46039,1798,99,Deuel County, South Dakota
0500000US46041,1651,52,Dewey County, South Dakota
0500000US46043,1220,62,Douglas County, South Dakota
0500000US46045,1544,91,Edmunds County, South Dakota
0500000US46047,2986,206,Fall River County, South Dakota
0500000US46049,895,87,Faulk County, South Dakota
0500000US46051,3218,171,Grant County, South Dakota
0500000US46053,1840,78,Gregory County, South Dakota
0500000US46055,822,60,Haakon County, South Dakota
0500000US46057,2256,139,Hamlin County, South Dakota
0500000US46059,1508,89,Hand County, South Dakota
0500000US46061,1045,47,Hanson County, South Dakota
0500000US46063,532,49,Harding County, South Dakota
0500000US46065,7460,217,Hughes County, South Dakota
0500000US46067,2903,125,Hutchinson County, South Dakota
0500000US46069,597,56,Hyde County, South Dakota
0500000US46071,858,79,Jackson County, South Dakota
0500000US46073,921,63,Jerauld County, South Dakota
0500000US46075,408,45,Jones County, South Dakota
0500000US46077,2279,106,Kingsbury County, South Dakota
0500000US46079,4700,169,Lake County, South Dakota
0500000US46081,11048,433,Lawrence County, South Dakota
0500000US46083,19749,262,Lincoln County, South Dakota
0500000US46085,1397,83,Lyman County, South Dakota
0500000US46087,2228,152,McCook County, South Dakota
0500000US46089,1030,78,McPherson County, South Dakota
0500000US46091,1873,114,Marshall County, South Dakota
0500000US46093,11027,241,Meade County, South Dakota
0500000US46095,661,56,Mellette County, South Dakota
0500000US46097,948,66,Miner County, South Dakota
0500000US46099,76819,655,Minnehaha County, South Dakota
0500000US46101,2640,173,Moody County, South Dakota
0500000US46102,2729,139,Oglala Lakota County, South Dakota
0500000US46103,44074,522,Pennington County, South Dakota
0500000US46105,1284,100,Perkins County, South Dakota
0500000US46107,982,76,Potter County, South Dakota
0500000US46109,3873,104,Roberts County, South Dakota
0500000US46111,1010,70,Sanborn County, South Dakota
0500000US46115,2624,112,Spink County, South Dakota
0500000US46117,1344,67,Stanley County, South Dakota
0500000US46119,569,44,Sully County, South Dakota
0500000US46121,2700,91,Todd County, South Dakota
0500000US46123,2356,135,Tripp County, South Dakota
0500000US46125,3498,99,Turner County, South Dakota
0500000US46127,6619,158,Union County, South Dakota
0500000US46129,2258,188,Walworth County, South Dakota
0500000US46135,9445,226,Yankton County, South Dakota
0500000US46137,754,35,Ziebach County, South Dakota
0500000US47001,30541,492,Anderson County, Tennessee
0500000US47003,17029,399,Bedford County, Tennessee
0500000US47005,6762,251,Benton County, Tennessee
0500000US47007,4894,180,Bledsoe County, Tennessee
0500000US47009,50557,600,Blount County, Tennessee
0500000US47011,40192,612,Bradley County, Tennessee
0500000US47013,16192,417,Campbell County, Tennessee
0500000US47015,5488,177,Cannon County, Tennessee
0500000US47017,10962,275,Carroll County, Tennessee
0500000US47019,23784,412,Carter County, Tennessee
0500000US47021,15089,257,Cheatham County, Tennessee
0500000US47023,6060,211,Chester County, Tennessee
0500000US47025,13281,284,Claiborne County, Tennessee
0500000US47027,3039,181,Clay County, Tennessee
0500000US47029,14060,381,Cocke County, Tennessee
0500000US47031,21646,445,Coffee County, Tennessee
0500000US47033,5491,164,Crockett County, Tennessee
0500000US47035,25801,529,Cumberland County, Tennessee
0500000US47037,282366,1422,Davidson County, Tennessee
0500000US47039,4440,249,Decatur County, Tennessee
0500000US47041,7704,252,DeKalb County, Tennessee
0500000US47043,19198,412,Dickson County, Tennessee
0500000US47045,15120,390,Dyer County, Tennessee
0500000US47047,15596,265,Fayette County, Tennessee
0500000US47049,7443,264,Fentress County, Tennessee
0500000US47051,16326,344,Franklin County, Tennessee
0500000US47053,19320,419,Gibson County, Tennessee
0500000US47055,11904,311,Giles County, Tennessee
0500000US47057,8959,236,Grainger County, Tennessee
0500000US47059,27396,517,Greene County, Tennessee
0500000US47061,4820,212,Grundy County, Tennessee
0500000US47063,24456,397,Hamblen County, Tennessee
0500000US47065,145213,1162,Hamilton County, Tennessee
0500000US47067,2742,150,Hancock County, Tennessee
0500000US47069,8891,314,Hardeman County, Tennessee
0500000US47071,10137,302,Hardin County, Tennessee
0500000US47073,23135,480,Hawkins County, Tennessee
0500000US47075,7181,226,Haywood County, Tennessee
0500000US47077,10711,385,Henderson County, Tennessee
0500000US47079,13394,360,Henry County, Tennessee
0500000US47081,8636,325,Hickman County, Tennessee
0500000US47083,2878,143,Houston County, Tennessee
0500000US47085,6763,219,Humphreys County, Tennessee
0500000US47087,4566,165,Jackson County, Tennessee
0500000US47089,20154,511,Jefferson County, Tennessee
0500000US47091,6794,301,Johnson County, Tennessee
0500000US47093,187319,1133,Knox County, Tennessee
0500000US47095,2243,134,Lake County, Tennessee
0500000US47097,9675,249,Lauderdale County, Tennessee
0500000US47099,15960,300,Lawrence County, Tennessee
0500000US47101,4715,236,Lewis County, Tennessee
0500000US47103,13548,397,Lincoln County, Tennessee
0500000US47105,20669,422,Loudon County, Tennessee
0500000US47107,20804,464,McMinn County, Tennessee
0500000US47109,10022,295,McNairy County, Tennessee
0500000US47111,9170,280,Macon County, Tennessee
0500000US47113,37944,569,Madison County, Tennessee
0500000US47115,11477,281,Marion County, Tennessee
0500000US47117,12324,303,Marshall County, Tennessee
0500000US47119,34688,433,Maury County, Tennessee
0500000US47121,4938,170,Meigs County, Tennessee
0500000US47123,17987,417,Monroe County, Tennessee
0500000US47125,72617,695,Montgomery County, Tennessee
0500000US47127,2592,152,Moore County, Tennessee
0500000US47129,7625,291,Morgan County, Tennessee
0500000US47131,12717,296,Obion County, Tennessee
0500000US47133,9140,226,Overton County, Tennessee
0500000US47135,3073,176,Perry County, Tennessee
0500000US47137,2281,179,Pickett County, Tennessee
0500000US47139,7383,246,Polk County, Tennessee
0500000US47141,31424,442,Putnam County, Tennessee
0500000US47143,12177,477,Rhea County, Tennessee
0500000US47145,20901,561,Roane County, Tennessee
0500000US47147,25713,311,Robertson County, Tennessee
0500000US47149,111676,873,Rutherford County, Tennessee
0500000US47151,8664,256,Scott County, Tennessee
0500000US47153,5528,193,Sequatchie County, Tennessee
0500000US47155,37210,767,Sevier County, Tennessee
0500000US47157,351194,1718,Shelby County, Tennessee
0500000US47159,7603,183,Smith County, Tennessee
0500000US47161,5178,272,Stewart County, Tennessee
0500000US47163,66511,670,Sullivan County, Tennessee
0500000US47165,67089,633,Sumner County, Tennessee
0500000US47167,21452,378,Tipton County, Tennessee
0500000US47169,3189,210,Trousdale County, Tennessee
0500000US47171,7658,274,Unicoi County, Tennessee
0500000US47173,7405,297,Union County, Tennessee
0500000US47175,2141,142,Van Buren County, Tennessee
0500000US47177,15727,380,Warren County, Tennessee
0500000US47179,53859,710,Washington County, Tennessee
0500000US47181,5764,290,Wayne County, Tennessee
0500000US47183,13640,423,Weakley County, Tennessee
0500000US47185,10048,347,White County, Tennessee
0500000US47187,77855,529,Williamson County, Tennessee
0500000US47189,49664,618,Wilson County, Tennessee
0500000US48001,16677,414,Anderson County, Texas
0500000US48003,5573,191,Andrews County, Texas
0500000US48005,31035,619,Angelina County, Texas
0500000US48007,9548,501,Aransas County, Texas
0500000US48009,3452,114,Archer County, Texas
0500000US48011,694,56,Armstrong County, Texas
0500000US48013,15546,421,Atascosa County, Texas
0500000US48015,11301,306,Austin County, Texas
0500000US48017,2054,225,Bailey County, Texas
0500000US48019,8399,340,Bandera County, Texas
0500000US48021,25571,628,Bastrop County, Texas
0500000US48023,1530,112,Baylor County, Texas
0500000US48025,8269,421,Bee County, Texas
0500000US48027,122689,1242,Bell County, Texas
0500000US48029,636245,1930,Bexar County, Texas
0500000US48031,4343,209,Blanco County, Texas
0500000US48033,227,47,Borden County, Texas
0500000US48035,7211,256,Bosque County, Texas
0500000US48037,34076,629,Bowie County, Texas
0500000US48039,121523,1201,Brazoria County, Texas
0500000US48041,79412,1057,Brazos County, Texas
0500000US48043,4088,253,Brewster County, Texas
0500000US48045,602,55,Briscoe County, Texas
0500000US48047,2120,231,Brooks County, Texas
0500000US48049,14409,380,Brown County, Texas
0500000US48051,6810,264,Burleson County, Texas
0500000US48053,16743,618,Burnet County, Texas
0500000US48055,13460,350,Caldwell County, Texas
0500000US48057,7582,371,Calhoun County, Texas
0500000US48059,5367,196,Callahan County, Texas
0500000US48061,124605,1054,Cameron County, Texas
0500000US48063,4605,201,Camp County, Texas
0500000US48065,2288,103,Carson County, Texas
0500000US48067,11934,328,Cass County, Texas
0500000US48069,2532,143,Castro County, Texas
0500000US48071,14069,300,Chambers County, Texas
0500000US48073,18138,388,Cherokee County, Texas
0500000US48075,2407,193,Childress County, Texas
0500000US48077,4105,184,Clay County, Texas
0500000US48079,998,67,Cochran County, Texas
0500000US48081,1644,96,Coke County, Texas
0500000US48083,3423,194,Coleman County, Texas
0500000US48085,341163,1816,Collin County, Texas
0500000US48087,1035,111,Collingsworth County, Texas
0500000US48089,7450,374,Colorado County, Texas
0500000US48091,51367,693,Comal County, Texas
0500000US48093,5487,217,Comanche County, Texas
0500000US48095,912,145,Concho County, Texas
0500000US48097,15351,258,Cooke County, Texas
0500000US48099,22322,573,Coryell County, Texas
0500000US48101,707,102,Cottle County, Texas
0500000US48103,1421,86,Crane County, Texas
0500000US48105,1354,153,Crockett County, Texas
0500000US48107,2061,124,Crosby County, Texas
0500000US48109,580,110,Culberson County, Texas
0500000US48111,2364,198,Dallam County, Texas
0500000US48113,928341,2073,Dallas County, Texas
0500000US48115,4322,203,Dawson County, Texas
0500000US48117,6145,168,Deaf Smith County, Texas
0500000US48119,1999,111,Delta County, Texas
0500000US48121,290229,1430,Denton County, Texas
0500000US48123,7048,207,DeWitt County, Texas
0500000US48125,845,62,Dickens County, Texas
0500000US48127,3148,210,Dimmit County, Texas
0500000US48129,1335,83,Donley County, Texas
0500000US48131,3511,175,Duval County, Texas
0500000US48133,6492,355,Eastland County, Texas
0500000US48135,52530,593,Ector County, Texas
0500000US48137,789,137,Edwards County, Texas
0500000US48139,57307,535,Ellis County, Texas
0500000US48141,268310,1506,El Paso County, Texas
0500000US48143,13595,513,Erath County, Texas
0500000US48145,5199,231,Falls County, Texas
0500000US48147,12453,291,Fannin County, Texas
0500000US48149,9135,339,Fayette County, Texas
0500000US48151,1601,131,Fisher County, Texas
0500000US48153,2271,110,Floyd County, Texas
0500000US48155,533,76,Foard County, Texas
0500000US48157,237883,1372,Fort Bend County, Texas
0500000US48159,3965,263,Franklin County, Texas
0500000US48161,6758,376,Freestone County, Texas
0500000US48163,4542,324,Frio County, Texas
0500000US48165,5812,171,Gaines County, Texas
0500000US48167,121438,1089,Galveston County, Texas
0500000US48169,1543,136,Garza County, Texas
0500000US48171,10694,372,Gillespie County, Texas
0500000US48173,403,63,Glasscock County, Texas
0500000US48175,2727,149,Goliad County, Texas
0500000US48177,7364,218,Gonzales County, Texas
0500000US48179,7884,301,Gray County, Texas
0500000US48181,48454,614,Grayson County, Texas
0500000US48183,45460,706,Gregg County, Texas
0500000US48185,9011,334,Grimes County, Texas
0500000US48187,54110,536,Guadalupe County, Texas
0500000US48189,10933,308,Hale County, Texas
0500000US48191,1267,85,Hall County, Texas
0500000US48193,2989,244,Hamilton County, Texas
0500000US48195,1838,130,Hansford County, Texas
0500000US48197,1596,93,Hardeman County, Texas
0500000US48199,20626,458,Hardin County, Texas
0500000US48201,1605368,4547,Harris County, Texas
0500000US48203,23292,523,Harrison County, Texas
0500000US48205,1678,121,Hartley County, Texas
0500000US48207,2146,146,Haskell County, Texas
0500000US48209,73437,750,Hays County, Texas
0500000US48211,1298,85,Hemphill County, Texas
0500000US48213,30757,729,Henderson County, Texas
0500000US48215,238345,1586,Hidalgo County, Texas
0500000US48217,12992,297,Hill County, Texas
0500000US48219,7997,229,Hockley County, Texas
0500000US48221,22152,465,Hood County, Texas
0500000US48223,13424,298,Hopkins County, Texas
0500000US48225,8252,353,Houston County, Texas
0500000US48227,11064,306,Howard County, Texas
0500000US48229,978,104,Hudspeth County, Texas
0500000US48231,33189,564,Hunt County, Texas
0500000US48233,6929,328,Hutchinson County, Texas
