id,Estimate,MarginOfError,CTYNAME,STNAME
0500000US19169,37811,537,Story County, Iowa
0500000US19171,6767,176,Tama County, Iowa
0500000US19173,2616,78,Taylor County, Iowa
0500000US19175,5176,174,Union County, Iowa
0500000US19177,2894,146,Van Buren County, Iowa
0500000US19179,14481,306,Wapello County, Iowa
0500000US19181,19258,183,Warren County, Iowa
0500000US19183,8832,166,Washington County, Iowa
0500000US19185,2689,98,Wayne County, Iowa
0500000US19187,15306,332,Webster County, Iowa
0500000US19189,4577,173,Winnebago County, Iowa
0500000US19191,8257,203,Winneshiek County, Iowa
0500000US19193,39016,533,Woodbury County, Iowa
0500000US19195,3172,88,Worth County, Iowa
0500000US19197,5718,156,Wright County, Iowa
0500000US20001,5372,160,Allen County, Kansas
0500000US20003,3101,157,Anderson County, Kansas
0500000US20005,5958,258,Atchison County, Kansas
0500000US20007,1923,110,Barber County, Kansas
0500000US20009,10624,280,Barton County, Kansas
0500000US20011,5636,220,Bourbon County, Kansas
0500000US20013,3872,112,Brown County, Kansas
0500000US20015,24870,371,Butler County, Kansas
0500000US20017,1051,66,Chase County, Kansas
0500000US20019,1456,97,Chautauqua County, Kansas
0500000US20021,7929,299,Cherokee County, Kansas
0500000US20023,1221,62,Cheyenne County, Kansas
0500000US20025,873,48,Clark County, Kansas
0500000US20027,3514,199,Clay County, Kansas
0500000US20029,3689,140,Cloud County, Kansas
0500000US20031,3585,108,Coffey County, Kansas
0500000US20033,751,54,Comanche County, Kansas
0500000US20035,13499,348,Cowley County, Kansas
0500000US20037,15284,322,Crawford County, Kansas
0500000US20039,1442,79,Decatur County, Kansas
0500000US20041,7911,213,Dickinson County, Kansas
0500000US20043,3046,102,Doniphan County, Kansas
0500000US20045,46936,538,Douglas County, Kansas
0500000US20047,1308,78,Edwards County, Kansas
0500000US20049,1128,75,Elk County, Kansas
0500000US20051,11544,322,Ellis County, Kansas
0500000US20053,2388,149,Ellsworth County, Kansas
0500000US20055,12519,202,Finney County, Kansas
0500000US20057,11344,209,Ford County, Kansas
0500000US20059,10118,278,Franklin County, Kansas
0500000US20061,12684,403,Geary County, Kansas
0500000US20063,1217,106,Gove County, Kansas
0500000US20065,1196,72,Graham County, Kansas
0500000US20067,2551,150,Grant County, Kansas
0500000US20069,2151,80,Gray County, Kansas
0500000US20071,519,48,Greeley County, Kansas
0500000US20073,2769,117,Greenwood County, Kansas
0500000US20075,890,88,Hamilton County, Kansas
0500000US20077,2265,129,Harper County, Kansas
0500000US20079,13290,261,Harvey County, Kansas
0500000US20081,1320,77,Haskell County, Kansas
0500000US20083,767,62,Hodgeman County, Kansas
0500000US20085,5465,103,Jackson County, Kansas
0500000US20087,7575,190,Jefferson County, Kansas
0500000US20089,1380,63,Jewell County, Kansas
0500000US20091,228592,1005,Johnson County, Kansas
0500000US20093,1201,89,Kearny County, Kansas
0500000US20095,3133,116,Kingman County, Kansas
0500000US20097,985,63,Kiowa County, Kansas
0500000US20099,8176,212,Labette County, Kansas
0500000US20101,757,86,Lane County, Kansas
0500000US20103,27253,385,Leavenworth County, Kansas
0500000US20105,1248,69,Lincoln County, Kansas
0500000US20107,4497,180,Linn County, Kansas
0500000US20109,1153,75,Logan County, Kansas
0500000US20111,13569,314,Lyon County, Kansas
0500000US20113,12334,231,McPherson County, Kansas
0500000US20115,4846,152,Marion County, Kansas
0500000US20117,4085,143,Marshall County, Kansas
0500000US20119,1689,90,Meade County, Kansas
0500000US20121,12835,272,Miami County, Kansas
0500000US20123,2570,169,Mitchell County, Kansas
0500000US20125,13576,371,Montgomery County, Kansas
0500000US20127,2280,108,Morris County, Kansas
0500000US20129,1038,93,Morton County, Kansas
0500000US20131,4007,112,Nemaha County, Kansas
0500000US20133,6601,199,Neosho County, Kansas
0500000US20135,1269,74,Ness County, Kansas
0500000US20137,1830,198,Norton County, Kansas
0500000US20139,6607,190,Osage County, Kansas
0500000US20141,1648,87,Osborne County, Kansas
0500000US20143,2446,79,Ottawa County, Kansas
0500000US20145,2448,195,Pawnee County, Kansas
0500000US20147,2316,114,Phillips County, Kansas
0500000US20149,8698,232,Pottawatomie County, Kansas
0500000US20151,3652,192,Pratt County, Kansas
0500000US20153,1176,120,Rawlins County, Kansas
0500000US20155,25014,398,Reno County, Kansas
0500000US20157,2218,101,Republic County, Kansas
0500000US20159,3917,146,Rice County, Kansas
0500000US20161,26490,575,Riley County, Kansas
0500000US20163,2176,92,Rooks County, Kansas
0500000US20165,1421,90,Rush County, Kansas
0500000US20167,3015,179,Russell County, Kansas
0500000US20169,21959,456,Saline County, Kansas
0500000US20171,1967,141,Scott County, Kansas
0500000US20173,197229,1279,Sedgwick County, Kansas
0500000US20175,7321,207,Seward County, Kansas
0500000US20177,72267,778,Shawnee County, Kansas
0500000US20179,1134,48,Sheridan County, Kansas
0500000US20181,2544,196,Sherman County, Kansas
0500000US20183,1701,76,Smith County, Kansas
0500000US20185,1771,73,Stafford County, Kansas
0500000US20187,733,84,Stanton County, Kansas
0500000US20189,1814,128,Stevens County, Kansas
0500000US20191,9416,236,Sumner County, Kansas
0500000US20193,3375,120,Thomas County, Kansas
0500000US20195,1379,76,Trego County, Kansas
0500000US20197,2744,143,Wabaunsee County, Kansas
0500000US20199,636,46,Wallace County, Kansas
0500000US20201,2332,100,Washington County, Kansas
0500000US20203,934,84,Wichita County, Kansas
0500000US20205,3712,146,Wilson County, Kansas
0500000US20207,1434,67,Woodson County, Kansas
0500000US20209,60128,637,Wyandotte County, Kansas
0500000US21001,6977,211,Adair County, Kentucky
0500000US21003,7605,266,Allen County, Kentucky
0500000US21005,8694,237,Anderson County, Kentucky
0500000US21007,3065,152,Ballard County, Kentucky
0500000US21009,16931,384,Barren County, Kentucky
0500000US21011,4827,204,Bath County, Kentucky
0500000US21013,10624,340,Bell County, Kentucky
0500000US21015,46997,440,Boone County, Kentucky
0500000US21017,8106,253,Bourbon County, Kentucky
0500000US21019,18210,361,Boyd County, Kentucky
0500000US21021,11023,284,Boyle County, Kentucky
0500000US21023,3318,137,Bracken County, Kentucky
0500000US21025,5358,176,Breathitt County, Kentucky
0500000US21027,7598,256,Breckinridge County, Kentucky
0500000US21029,29690,338,Bullitt County, Kentucky
0500000US21031,4958,175,Butler County, Kentucky
0500000US21033,5163,254,Caldwell County, Kentucky
0500000US21035,14996,509,Calloway County, Kentucky
0500000US21037,36746,435,Campbell County, Kentucky
0500000US21039,1980,103,Carlisle County, Kentucky
0500000US21041,4101,182,Carroll County, Kentucky
0500000US21043,9606,347,Carter County, Kentucky
0500000US21045,6099,231,Casey County, Kentucky
0500000US21047,25721,481,Christian County, Kentucky
0500000US21049,14509,263,Clark County, Kentucky
0500000US21051,7622,275,Clay County, Kentucky
0500000US21053,3985,194,Clinton County, Kentucky
0500000US21055,3567,159,Crittenden County, Kentucky
0500000US21057,2616,185,Cumberland County, Kentucky
0500000US21059,40179,431,Daviess County, Kentucky
0500000US21061,4885,200,Edmonson County, Kentucky
0500000US21063,2523,284,Elliott County, Kentucky
0500000US21065,5499,239,Estill County, Kentucky
0500000US21067,129784,997,Fayette County, Kentucky
0500000US21069,5841,185,Fleming County, Kentucky
0500000US21071,15000,430,Floyd County, Kentucky
0500000US21073,21076,370,Franklin County, Kentucky
0500000US21075,2441,164,Fulton County, Kentucky
0500000US21077,3105,127,Gallatin County, Kentucky
0500000US21079,6706,189,Garrard County, Kentucky
0500000US21081,9141,261,Grant County, Kentucky
0500000US21083,14316,377,Graves County, Kentucky
0500000US21085,9758,345,Grayson County, Kentucky
0500000US21087,4413,194,Green County, Kentucky
0500000US21089,14056,230,Greenup County, Kentucky
0500000US21091,3311,93,Hancock County, Kentucky
0500000US21093,41646,571,Hardin County, Kentucky
0500000US21095,11134,259,Harlan County, Kentucky
0500000US21097,7283,229,Harrison County, Kentucky
0500000US21099,7351,243,Hart County, Kentucky
0500000US21101,18643,384,Henderson County, Kentucky
0500000US21103,6044,159,Henry County, Kentucky
0500000US21105,1798,153,Hickman County, Kentucky
0500000US21107,18588,425,Hopkins County, Kentucky
0500000US21109,5484,228,Jackson County, Kentucky
0500000US21111,312679,1314,Jefferson County, Kentucky
0500000US21113,18821,335,Jessamine County, Kentucky
0500000US21115,8488,336,Johnson County, Kentucky
0500000US21117,63966,543,Kenton County, Kentucky
0500000US21119,6388,267,Knott County, Kentucky
0500000US21121,11961,381,Knox County, Kentucky
0500000US21123,5741,186,Larue County, Kentucky
0500000US21125,22573,430,Laurel County, Kentucky
0500000US21127,5784,226,Lawrence County, Kentucky
0500000US21129,2839,191,Lee County, Kentucky
0500000US21131,4076,235,Leslie County, Kentucky
0500000US21133,9721,337,Letcher County, Kentucky
0500000US21135,5268,203,Lewis County, Kentucky
0500000US21137,9697,279,Lincoln County, Kentucky
0500000US21139,3857,192,Livingston County, Kentucky
0500000US21141,10418,360,Logan County, Kentucky
0500000US21143,3333,220,Lyon County, Kentucky
0500000US21145,27854,568,McCracken County, Kentucky
0500000US21147,6052,308,McCreary County, Kentucky
0500000US21149,3809,136,McLean County, Kentucky
0500000US21151,33359,454,Madison County, Kentucky
0500000US21153,5020,183,Magoffin County, Kentucky
0500000US21155,7405,208,Marion County, Kentucky
0500000US21157,13121,440,Marshall County, Kentucky
0500000US21159,4153,340,Martin County, Kentucky
0500000US21161,6700,241,Mason County, Kentucky
0500000US21163,10685,311,Meade County, Kentucky
0500000US21165,2651,140,Menifee County, Kentucky
0500000US21167,8556,262,Mercer County, Kentucky
0500000US21169,4074,172,Metcalfe County, Kentucky
0500000US21171,4491,162,Monroe County, Kentucky
0500000US21173,10481,301,Montgomery County, Kentucky
0500000US21175,4865,188,Morgan County, Kentucky
0500000US21177,11351,305,Muhlenberg County, Kentucky
0500000US21179,17853,311,Nelson County, Kentucky
0500000US21181,2804,137,Nicholas County, Kentucky
0500000US21183,9122,236,Ohio County, Kentucky
0500000US21185,20911,241,Oldham County, Kentucky
0500000US21187,3995,272,Owen County, Kentucky
0500000US21189,1704,136,Owsley County, Kentucky
0500000US21191,5253,207,Pendleton County, Kentucky
0500000US21193,11226,360,Perry County, Kentucky
0500000US21195,25702,557,Pike County, Kentucky
0500000US21197,4770,230,Powell County, Kentucky
0500000US21199,25301,561,Pulaski County, Kentucky
0500000US21201,861,96,Robertson County, Kentucky
0500000US21203,6544,233,Rockcastle County, Kentucky
0500000US21205,8623,381,Rowan County, Kentucky
0500000US21207,6922,288,Russell County, Kentucky
0500000US21209,20551,301,Scott County, Kentucky
0500000US21211,16624,323,Shelby County, Kentucky
0500000US21213,7028,222,Simpson County, Kentucky
0500000US21215,6763,174,Spencer County, Kentucky
0500000US21217,9857,256,Taylor County, Kentucky
0500000US21219,4644,151,Todd County, Kentucky
0500000US21221,5892,248,Trigg County, Kentucky
0500000US21223,3498,147,Trimble County, Kentucky
0500000US21225,5374,247,Union County, Kentucky
0500000US21227,48224,573,Warren County, Kentucky
0500000US21229,4581,172,Washington County, Kentucky
0500000US21231,8231,384,Wayne County, Kentucky
0500000US21233,4953,179,Webster County, Kentucky
0500000US21235,12620,371,Whitley County, Kentucky
0500000US21237,2898,170,Wolfe County, Kentucky
0500000US21239,10355,201,Woodford County, Kentucky
0500000US22001,22236,472,Acadia Parish, Louisiana
0500000US22003,7925,314,Allen Parish, Louisiana
0500000US22005,43032,676,Ascension Parish, Louisiana
0500000US22007,8552,308,Assumption Parish, Louisiana
0500000US22009,15163,411,Avoyelles Parish, Louisiana
0500000US22011,13520,378,Beauregard Parish, Louisiana
0500000US22013,5812,239,Bienville Parish, Louisiana
0500000US22015,49377,994,Bossier Parish, Louisiana
0500000US22017,95864,1277,Caddo Parish, Louisiana
0500000US22019,77780,949,Calcasieu Parish, Louisiana
0500000US22021,3665,244,Caldwell Parish, Louisiana
0500000US22023,2734,169,Cameron Parish, Louisiana
0500000US22025,3364,297,Catahoula Parish, Louisiana
0500000US22027,5917,331,Claiborne Parish, Louisiana
0500000US22029,7162,363,Concordia Parish, Louisiana
0500000US22031,10821,327,De Soto Parish, Louisiana
0500000US22033,164346,1598,East Baton Rouge Parish, Louisiana
0500000US22035,2037,322,East Carroll Parish, Louisiana
0500000US22037,6959,302,East Feliciana Parish, Louisiana
0500000US22039,12172,368,Evangeline Parish, Louisiana
0500000US22041,7423,311,Franklin Parish, Louisiana
0500000US22043,6989,330,Grant Parish, Louisiana
0500000US22045,26184,604,Iberia Parish, Louisiana
0500000US22047,10903,385,Iberville Parish, Louisiana
0500000US22049,5971,264,Jackson Parish, Louisiana
0500000US22051,169452,1043,Jefferson Parish, Louisiana
0500000US22053,11726,348,Jefferson Davis Parish, Louisiana
0500000US22055,91543,934,Lafayette Parish, Louisiana
0500000US22057,36895,471,Lafourche Parish, Louisiana
0500000US22059,4814,290,LaSalle Parish, Louisiana
0500000US22061,17712,407,Lincoln Parish, Louisiana
0500000US22063,48410,922,Livingston Parish, Louisiana
0500000US22065,3832,243,Madison Parish, Louisiana
0500000US22067,9732,344,Morehouse Parish, Louisiana
0500000US22069,14659,380,Natchitoches Parish, Louisiana
0500000US22071,153819,1190,Orleans Parish, Louisiana
0500000US22073,56556,884,Ouachita Parish, Louisiana
0500000US22075,8919,260,Plaquemines Parish, Louisiana
0500000US22077,8960,336,Pointe Coupee Parish, Louisiana
0500000US22079,48488,797,Rapides Parish, Louisiana
0500000US22081,3372,179,Red River Parish, Louisiana
0500000US22083,7459,253,Richland Parish, Louisiana
0500000US22085,9158,372,Sabine Parish, Louisiana
0500000US22087,15005,267,St. Bernard Parish, Louisiana
0500000US22089,19212,267,St. Charles Parish, Louisiana
0500000US22091,3857,207,St. Helena Parish, Louisiana
0500000US22093,7719,250,St. James Parish, Louisiana
0500000US22095,15270,453,St. John the Baptist Parish, Louisiana
0500000US22097,30485,572,St. Landry Parish, Louisiana
0500000US22099,19749,473,St. Martin Parish, Louisiana
0500000US22101,19856,429,St. Mary Parish, Louisiana
0500000US22103,92962,832,St. Tammany Parish, Louisiana
0500000US22105,47597,766,Tangipahoa Parish, Louisiana
0500000US22107,1792,125,Tensas Parish, Louisiana
0500000US22109,39972,661,Terrebonne Parish, Louisiana
0500000US22111,7582,325,Union Parish, Louisiana
0500000US22113,22086,418,Vermilion Parish, Louisiana
0500000US22115,17696,563,Vernon Parish, Louisiana
0500000US22117,17613,391,Washington Parish, Louisiana
0500000US22119,16551,423,Webster Parish, Louisiana
0500000US22121,9643,339,West Baton Rouge Parish, Louisiana
0500000US22123,4084,219,West Carroll Parish, Louisiana
0500000US22125,3869,252,West Feliciana Parish, Louisiana
0500000US22127,5483,249,Winn Parish, Louisiana
0500000US23001,45630,507,Androscoggin County, Maine
0500000US23003,29516,500,Aroostook County, Maine
0500000US23005,120644,924,Cumberland County, Maine
0500000US23007,11848,321,Franklin County, Maine
0500000US23009,23661,539,Hancock County, Maine
0500000US23011,52105,543,Kennebec County, Maine
0500000US23013,17020,365,Knox County, Maine
0500000US23015,15336,364,Lincoln County, Maine
0500000US23017,21338,531,Oxford County, Maine
0500000US23019,62156,703,Penobscot County, Maine
0500000US23021,7025,228,Piscataquis County, Maine
0500000US23023,15980,340,Sagadahoc County, Maine
0500000US23025,21321,368,Somerset County, Maine
0500000US23027,17236,345,Waldo County, Maine
0500000US23029,13791,304,Washington County, Maine
0500000US23031,85314,938,York County, Maine
0500000US24001,27399,455,Allegany County, Maryland
0500000US24003,209814,1255,Anne Arundel County, Maryland
0500000US24005,313519,1415,Baltimore County, Maryland
0500000US24009,31973,483,Calvert County, Maryland
0500000US24011,12024,261,Caroline County, Maryland
0500000US24013,60758,435,Carroll County, Maryland
0500000US24015,37058,625,Cecil County, Maryland
0500000US24017,56520,502,Charles County, Maryland
0500000US24019,13183,327,Dorchester County, Maryland
0500000US24021,92526,645,Frederick County, Maryland
0500000US24023,12425,393,Garrett County, Maryland
0500000US24025,93955,721,Harford County, Maryland
0500000US24027,114170,702,Howard County, Maryland
0500000US24029,8025,307,Kent County, Maryland
0500000US24031,370950,1211,Montgomery County, Maryland
0500000US24033,311343,1160,Prince George's County, Maryland
0500000US24035,18577,364,Queen Anne's County, Maryland
0500000US24037,40552,533,St. Mary's County, Maryland
0500000US24039,8574,476,Somerset County, Maryland
0500000US24041,16826,324,Talbot County, Maryland
0500000US24043,56035,636,Washington County, Maryland
0500000US24045,37793,620,Wicomico County, Maryland
0500000US24047,22089,501,Worcester County, Maryland
0500000US24510,239116,1454,Baltimore city, Maryland
0500000US25001,94323,1286,Barnstable County, Massachusetts
0500000US25003,54813,569,Berkshire County, Massachusetts
0500000US25005,217912,1172,Bristol County, Massachusetts
0500000US25007,6765,422,Dukes County, Massachusetts
0500000US25009,294202,1133,Essex County, Massachusetts
0500000US25011,30569,316,Franklin County, Massachusetts
0500000US25013,179423,855,Hampden County, Massachusetts
0500000US25015,58838,617,Hampshire County, Massachusetts
0500000US25017,604384,1826,Middlesex County, Massachusetts
0500000US25019,3713,239,Nantucket County, Massachusetts
0500000US25021,265300,962,Norfolk County, Massachusetts
0500000US25023,187460,1194,Plymouth County, Massachusetts
0500000US25025,309844,1459,Suffolk County, Massachusetts
0500000US25027,309951,1360,Worcester County, Massachusetts
0500000US26001,4988,139,Alcona County, Michigan
0500000US26003,3007,180,Alger County, Michigan
0500000US26005,43416,583,Allegan County, Michigan
0500000US26007,12752,283,Alpena County, Michigan
0500000US26009,9899,265,Antrim County, Michigan
0500000US26011,6571,180,Arenac County, Michigan
0500000US26013,3107,152,Baraga County, Michigan
0500000US26015,24296,400,Barry County, Michigan
0500000US26017,44339,476,Bay County, Michigan
0500000US26019,6792,196,Benzie County, Michigan
0500000US26021,63665,506,Berrien County, Michigan
0500000US26023,16650,293,Branch County, Michigan
0500000US26025,53991,612,Calhoun County, Michigan
0500000US26027,21019,328,Cass County, Michigan
0500000US26029,11503,245,Charlevoix County, Michigan
0500000US26031,11195,309,Cheboygan County, Michigan
0500000US26033,13999,337,Chippewa County, Michigan
0500000US26035,12199,320,Clare County, Michigan
0500000US26037,29728,298,Clinton County, Michigan
0500000US26039,6141,261,Crawford County, Michigan
0500000US26041,16234,256,Delta County, Michigan
0500000US26043,11231,311,Dickinson County, Michigan
0500000US26045,44480,409,Eaton County, Michigan
0500000US26047,14463,326,Emmet County, Michigan
0500000US26049,167902,1068,Genesee County, Michigan
0500000US26051,11047,206,Gladwin County, Michigan
0500000US26053,6744,257,Gogebic County, Michigan
0500000US26055,37319,597,Grand Traverse County, Michigan
0500000US26057,15035,289,Gratiot County, Michigan
0500000US26059,18107,280,Hillsdale County, Michigan
0500000US26061,13386,312,Houghton County, Michigan
0500000US26063,13847,273,Huron County, Michigan
0500000US26065,112840,865,Ingham County, Michigan
0500000US26067,22964,410,Ionia County, Michigan
0500000US26069,11669,265,Iosco County, Michigan
0500000US26071,5225,162,Iron County, Michigan
0500000US26073,24739,430,Isabella County, Michigan
0500000US26075,61805,707,Jackson County, Michigan
0500000US26077,103445,875,Kalamazoo County, Michigan
0500000US26079,7145,212,Kalkaska County, Michigan
0500000US26081,241746,975,Kent County, Michigan
0500000US26083,1081,74,Keweenaw County, Michigan
0500000US26085,4631,116,Lake County, Michigan
0500000US26087,33700,386,Lapeer County, Michigan
0500000US26089,9139,217,Leelanau County, Michigan
0500000US26091,38345,523,Lenawee County, Michigan
0500000US26093,72000,450,Livingston County, Michigan
0500000US26095,2231,160,Luce County, Michigan
0500000US26097,5269,250,Mackinac County, Michigan
0500000US26099,346402,1325,Macomb County, Michigan
0500000US26101,9426,275,Manistee County, Michigan
0500000US26103,26552,426,Marquette County, Michigan
0500000US26105,12186,295,Mason County, Michigan
0500000US26107,15808,405,Mecosta County, Michigan
0500000US26109,10627,268,Menominee County, Michigan
0500000US26111,34199,413,Midland County, Michigan
0500000US26113,6055,149,Missaukee County, Michigan
0500000US26115,59929,547,Monroe County, Michigan
0500000US26117,23913,361,Montcalm County, Michigan
0500000US26119,4452,174,Montmorency County, Michigan
0500000US26121,65939,653,Muskegon County, Michigan
0500000US26123,19161,275,Newaygo County, Michigan
0500000US26125,504585,1837,Oakland County, Michigan
0500000US26127,10156,232,Oceana County, Michigan
0500000US26129,9184,237,Ogemaw County, Michigan
0500000US26131,2793,103,Ontonagon County, Michigan
0500000US26133,9181,162,Osceola County, Michigan
0500000US26135,3806,171,Oscoda County, Michigan
0500000US26137,9944,241,Otsego County, Michigan
0500000US26139,102610,669,Ottawa County, Michigan
0500000US26141,5797,134,Presque Isle County, Michigan
0500000US26143,11139,356,Roscommon County, Michigan
0500000US26145,78933,654,Saginaw County, Michigan
0500000US26147,64850,525,St. Clair County, Michigan
0500000US26149,24150,319,St. Joseph County, Michigan
0500000US26151,17499,286,Sanilac County, Michigan
0500000US26153,3468,139,Schoolcraft County, Michigan
0500000US26155,27593,295,Shiawassee County, Michigan
0500000US26157,21777,334,Tuscola County, Michigan
0500000US26159,29411,528,Van Buren County, Michigan
0500000US26161,141245,943,Washtenaw County, Michigan
0500000US26163,682282,2593,Wayne County, Michigan
0500000US26165,12963,291,Wexford County, Michigan
0500000US27001,7681,248,Aitkin County, Minnesota
0500000US27003,128198,456,Anoka County, Minnesota
0500000US27005,13617,226,Becker County, Minnesota
0500000US27007,17372,279,Beltrami County, Minnesota
0500000US27009,16452,196,Benton County, Minnesota
0500000US27011,2298,98,Big Stone County, Minnesota
0500000US27013,26091,343,Blue Earth County, Minnesota
0500000US27015,10764,200,Brown County, Minnesota
0500000US27017,13613,288,Carlton County, Minnesota
0500000US27019,36754,335,Carver County, Minnesota
0500000US27021,13164,298,Cass County, Minnesota
0500000US27023,5209,123,Chippewa County, Minnesota
0500000US27025,20242,267,Chisago County, Minnesota
0500000US27027,24364,421,Clay County, Minnesota
0500000US27029,3405,96,Clearwater County, Minnesota
0500000US27031,2691,163,Cook County, Minnesota
0500000US27033,4846,135,Cottonwood County, Minnesota
0500000US27035,26820,479,Crow Wing County, Minnesota
0500000US27037,161488,587,Dakota County, Minnesota
0500000US27039,7756,139,Dodge County, Minnesota
0500000US27041,16663,259,Douglas County, Minnesota
0500000US27043,6137,154,Faribault County, Minnesota
0500000US27045,8616,177,Fillmore County, Minnesota
0500000US27047,13009,228,Freeborn County, Minnesota
0500000US27049,19452,225,Goodhue County, Minnesota
0500000US27051,2612,83,Grant County, Minnesota
0500000US27053,508030,1677,Hennepin County, Minnesota
0500000US27055,8253,122,Houston County, Minnesota
0500000US27057,8688,181,Hubbard County, Minnesota
0500000US27059,14903,196,Isanti County, Minnesota
0500000US27061,19506,367,Itasca County, Minnesota
0500000US27063,4419,134,Jackson County, Minnesota
0500000US27065,6439,144,Kanabec County, Minnesota
0500000US27067,16889,235,Kandiyohi County, Minnesota
0500000US27069,1860,84,Kittson County, Minnesota
0500000US27071,5538,219,Koochiching County, Minnesota
0500000US27073,3090,132,Lac qui Parle County, Minnesota
0500000US27075,5192,249,Lake County, Minnesota
0500000US27077,1470,118,Lake of the Woods County, Minnesota
0500000US27079,10939,166,Le Sueur County, Minnesota
0500000US27081,2468,86,Lincoln County, Minnesota
0500000US27083,10018,178,Lyon County, Minnesota
0500000US27085,14714,211,McLeod County, Minnesota
0500000US27087,1946,47,Mahnomen County, Minnesota
0500000US27089,3971,87,Marshall County, Minnesota
0500000US27091,8759,227,Martin County, Minnesota
0500000US27093,9209,161,Meeker County, Minnesota
0500000US27095,10249,183,Mille Lacs County, Minnesota
0500000US27097,13371,253,Morrison County, Minnesota
0500000US27099,15565,330,Mower County, Minnesota
0500000US27101,3645,119,Murray County, Minnesota
0500000US27103,12885,228,Nicollet County, Minnesota
0500000US27105,8033,118,Nobles County, Minnesota
0500000US27107,2746,89,Norman County, Minnesota
0500000US27109,62108,511,Olmsted County, Minnesota
0500000US27111,24687,299,Otter Tail County, Minnesota
0500000US27113,5995,138,Pennington County, Minnesota
0500000US27115,10760,219,Pine County, Minnesota
0500000US27117,3973,122,Pipestone County, Minnesota
0500000US27119,12584,244,Polk County, Minnesota
0500000US27121,4981,205,Pope County, Minnesota
0500000US27123,209043,906,Ramsey County, Minnesota
0500000US27125,1669,56,Red Lake County, Minnesota
0500000US27127,6261,129,Redwood County, Minnesota
0500000US27129,6085,128,Renville County, Minnesota
0500000US27131,23005,362,Rice County, Minnesota
0500000US27133,3914,149,Rock County, Minnesota
0500000US27135,5980,164,Roseau County, Minnesota
0500000US27137,85807,756,St. Louis County, Minnesota
0500000US27139,49479,377,Scott County, Minnesota
0500000US27141,32206,372,Sherburne County, Minnesota
0500000US27143,6031,115,Sibley County, Minnesota
0500000US27145,59479,467,Stearns County, Minnesota
0500000US27147,14692,215,Steele County, Minnesota
0500000US27149,3624,157,Stevens County, Minnesota
0500000US27151,4263,113,Swift County, Minnesota
0500000US27153,9819,176,Todd County, Minnesota
0500000US27155,1608,85,Traverse County, Minnesota
0500000US27157,9020,170,Wabasha County, Minnesota
0500000US27159,5666,192,Wadena County, Minnesota
0500000US27161,7425,143,Waseca County, Minnesota
0500000US27163,94431,505,Washington County, Minnesota
0500000US27165,4310,146,Watonwan County, Minnesota
0500000US27167,2818,110,Wilkin County, Minnesota
0500000US27169,19442,286,Winona County, Minnesota
0500000US27171,48242,413,Wright County, Minnesota
0500000US27173,4087,133,Yellow Medicine County, Minnesota
0500000US28001,11237,398,Adams County, Mississippi
0500000US28003,14649,420,Alcorn County, Mississippi
0500000US28005,5218,291,Amite County, Mississippi
0500000US28007,6941,264,Attala County, Mississippi
0500000US28009,3149,243,Benton County, Mississippi
0500000US28011,12111,337,Bolivar County, Mississippi
0500000US28013,5846,168,Calhoun County, Mississippi
0500000US28015,3827,329,Carroll County, Mississippi
0500000US28017,6476,213,Chickasaw County, Mississippi
0500000US28019,3228,179,Choctaw County, Mississippi
0500000US28021,2908,177,Claiborne County, Mississippi
0500000US28023,6237,231,Clarke County, Mississippi
0500000US28025,7618,233,Clay County, Mississippi
0500000US28027,8782,317,Coahoma County, Mississippi
0500000US28029,9414,344,Copiah County, Mississippi
0500000US28031,6759,348,Covington County, Mississippi
0500000US28033,62890,622,DeSoto County, Mississippi
0500000US28035,28086,554,Forrest County, Mississippi
0500000US28037,2928,196,Franklin County, Mississippi
0500000US28039,7592,364,George County, Mississippi
0500000US28041,3925,330,Greene County, Mississippi
0500000US28043,8391,382,Grenada County, Mississippi
0500000US28045,20036,628,Hancock County, Mississippi
0500000US28047,78104,972,Harrison County, Mississippi
0500000US28049,88611,841,Hinds County, Mississippi
0500000US28051,6188,254,Holmes County, Mississippi
0500000US28053,3186,135,Humphreys County, Mississippi
0500000US28055,483,61,Issaquena County, Mississippi
0500000US28057,8653,312,Itawamba County, Mississippi
0500000US28059,52423,933,Jackson County, Mississippi
0500000US28061,6629,230,Jasper County, Mississippi
0500000US28063,2448,234,Jefferson County, Mississippi
0500000US28065,4713,209,Jefferson Davis County, Mississippi
0500000US28067,24858,610,Jones County, Mississippi
0500000US28069,3611,298,Kemper County, Mississippi
0500000US28071,18721,626,Lafayette County, Mississippi
0500000US28073,22116,455,Lamar County, Mississippi
0500000US28075,29736,546,Lauderdale County, Mississippi
0500000US28077,4849,178,Lawrence County, Mississippi
0500000US28079,8105,294,Leake County, Mississippi
0500000US28081,32099,539,Lee County, Mississippi
0500000US28083,9962,342,Leflore County, Mississippi
0500000US28085,12699,433,Lincoln County, Mississippi
0500000US28087,22436,534,Lowndes County, Mississippi
0500000US28089,39635,567,Madison County, Mississippi
0500000US28091,9483,322,Marion County, Mississippi
0500000US28093,12772,506,Marshall County, Mississippi
0500000US28095,13966,356,Monroe County, Mississippi
0500000US28097,4539,208,Montgomery County, Mississippi
0500000US28099,10657,300,Neshoba County, Mississippi
0500000US28101,8037,272,Newton County, Mississippi
0500000US28103,3986,198,Noxubee County, Mississippi
0500000US28105,17798,545,Oktibbeha County, Mississippi
