STNAME,CTYNAME,TOT_POP,NHWA,NHBA,H,NHWA_perc,NHBA_perc,H_perc
Nebraska,Richardson County,7865,7216,31,146,91.74825174825172,0.3941513032422123,1.856325492689129
Nebraska,Rock County,1357,1307,2,26,96.3154016212233,0.14738393515106854,1.9159911569638908
Nebraska,Saline County,14224,9653,144,3777,67.86417322834646,1.012373453318335,26.55371203599549
Nebraska,Sarpy County,187196,149932,7514,18861,80.09359174341331,4.013974657578154,10.075535802047053
Nebraska,Saunders County,21578,20474,113,518,94.88367782000185,0.5236815274816943,2.4005931967744916
Nebraska,Scotts Bluff County,35618,25488,301,8605,71.55932393733504,0.8450783311808636,24.159133022629014
Nebraska,Seward County,17284,16338,117,452,94.52672992362879,0.6769266373524647,2.6151353853274704
Nebraska,Sheridan County,5246,4231,20,318,80.65192527640106,0.3812428516965307,6.0617613419748375
Nebraska,Sherman County,3001,2890,7,67,96.30123292235922,0.2332555814728424,2.232589136954348
Nebraska,Sioux County,1166,1068,4,62,91.59519725557463,0.3430531732418525,5.3173241852487125
Nebraska,Stanton County,5920,5414,40,335,91.45270270270271,0.6756756756756757,5.658783783783782
Nebraska,Thayer County,5003,4719,18,156,94.32340595642614,0.3597841295222866,3.118129122526484
Nebraska,Thomas County,722,663,8,28,91.82825484764544,1.10803324099723,3.878116343490305
Nebraska,Thurston County,7224,2547,36,450,35.25747508305648,0.4983388704318937,6.229235880398671
Nebraska,Valley County,4158,3931,14,143,94.54064454064455,0.3367003367003367,3.4391534391534386
Nebraska,Washington County,20729,19548,152,617,94.30266776014278,0.7332722273143906,2.976506343769598
Nebraska,Wayne County,9385,8383,158,615,89.32338838572191,1.6835375599360685,6.553010122535963
Nebraska,Webster County,3487,3172,18,190,90.96644680240894,0.5162030398623458,5.4488098652136525
Nebraska,Wheeler County,783,755,0,12,96.42401021711369,0.0,1.5325670498084292
Nebraska,York County,13679,12395,206,718,90.61334892901527,1.5059580378682649,5.2489217048029815
Nevada,Churchill County,24909,18059,545,3606,72.4998996346702,2.187964189650327,14.47669517042033
Nevada,Clark County,2266715,944618,269223,717278,41.67343490469689,11.877232029611132,31.643942886511976
Nevada,Douglas County,48905,39214,391,6447,80.18403026275432,0.7995092526326553,13.182701155301096
Nevada,Elko County,52778,35113,527,13018,66.529614612149,0.9985221114858464,24.66558035545113
Nevada,Esmeralda County,873,579,30,168,66.32302405498282,3.436426116838488,19.243986254295532
Nevada,Eureka County,2029,1630,21,268,80.3351404632824,1.0349926071956628,13.208477082306555
Nevada,Humboldt County,16831,10894,141,4636,64.7258035767334,0.8377398847364981,27.54441209672628
Nevada,Lander County,5532,3824,39,1281,69.12509038322487,0.7049891540130151,23.156182212581353
Nevada,Lincoln County,5183,4382,157,405,84.54562994404785,3.0291337063476758,7.814007331661201
Nevada,Lyon County,57510,42439,665,10397,73.7941227612589,1.1563206398887151,18.078595026951827
Nevada,Mineral County,4505,2743,182,594,60.88790233074362,4.039955604883462,13.18534961154273
Nevada,Nye County,46523,34920,1553,7131,75.05964791608451,3.338133826279475,15.327902327880835
Nevada,Pershing County,6725,4318,290,1668,64.20817843866172,4.3122676579925665,24.802973977695174
Nevada,Storey County,4123,3446,68,330,83.57991753577491,1.649284501576522,8.003880669415473
Nevada,Washoe County,471519,293830,11043,117884,62.315622488171215,2.342005306254891,25.000901342257684
Nevada,White Pine County,9580,6804,474,1600,71.02296450939458,4.947807933194157,16.701461377870558
Nevada,Carson City,55916,37120,1117,13889,66.38529222405037,1.9976393161170325,24.839044280706783
New Hampshire,Belknap County,61303,58138,351,1096,94.83712053243723,0.5725657798150172,1.7878407255762359
New Hampshire,Carroll County,48910,46736,295,802,95.55510120629728,0.6031486403598447,1.6397464731138829
New Hampshire,Cheshire County,76085,71382,572,1505,93.818755339423,0.7517907603338372,1.9780508641650787
New Hampshire,Coos County,31563,29921,265,600,94.79770617495168,0.8395906599499414,1.9009599847923202
New Hampshire,Grafton County,89886,81268,1053,2279,90.41230002447544,1.1714838795808022,2.535433771666333
New Hampshire,Hillsborough County,417025,349299,10626,30369,83.75972663509383,2.5480486781368024,7.282297224387027
New Hampshire,Merrimack County,151391,139466,2420,3459,92.12304562358399,1.598509818945644,2.284812175096274
New Hampshire,Rockingham County,309769,285575,2516,10117,92.1896639108497,0.8122181367406035,3.2659820705106064
New Hampshire,Strafford County,130633,117857,1623,3622,90.21992911438915,1.242411947976392,2.7726531580840983
New Hampshire,Sullivan County,43146,40795,333,740,94.5510591943633,0.7717980809345015,1.715106846521114
New Jersey,Atlantic County,263670,147533,38406,51129,55.95365418894831,14.565934691091135,19.39128456024576
New Jersey,Bergen County,932202,514038,51466,195997,55.142340394034775,5.520906412987744,21.025164073880983
New Jersey,Burlington County,445349,296488,75156,38006,66.57430464646828,16.87575362243993,8.533981214732714
New Jersey,Camden County,506471,282774,94494,89046,55.83221941631407,18.657336747809843,17.581658179836563
New Jersey,Cape May County,92039,78257,3749,7452,85.02591292821519,4.073273286324275,8.09656775931942
New Jersey,Cumberland County,149527,67953,27911,47569,45.445304192553856,18.666194065285865,31.812983608311548
New Jersey,Essex County,798975,241466,308179,190013,30.2219719014988,38.571795112487884,23.78209581025689
New Jersey,Gloucester County,291636,226937,30246,19500,77.81515313610117,10.371147594947123,6.6864173147348085
New Jersey,Hudson County,672391,194762,71797,286981,28.965586987333264,10.67786451633053,42.680672406382605
New Jersey,Hunterdon County,124371,105477,2932,8694,84.8083556456087,2.357462752570937,6.990375569867574
New Jersey,Mercer County,367430,177222,71650,67824,48.23286068094603,19.500312984786216,18.45902620907384
New Jersey,Middlesex County,825062,344198,80986,182108,41.717834538495296,9.815747180211913,22.07203822258206
New Jersey,Monmouth County,618795,464423,41732,68930,75.05280424049968,6.744075178370867,11.139391882610557
New Jersey,Morris County,491845,346532,16107,68147,70.45552968923135,3.274812186766156,13.855381268489056
New Jersey,Ocean County,607186,511823,18692,57818,84.294268971946,3.078463600939416,9.522288063295267
New Jersey,Passaic County,501826,202465,50352,215329,40.34565765823214,10.033756720456893,42.90909598147565
New Jersey,Salem County,62385,45805,8419,6088,73.4230985012423,13.495231225454836,9.75875611124469
New Jersey,Somerset County,328934,180399,31284,50061,54.84352484084954,9.510722515763039,15.219162506764276
New Jersey,Sussex County,140488,119502,3147,12904,85.06206935823703,2.2400489721542054,9.185126131769264
New Jersey,Union County,556341,218272,116540,182552,39.233491689449465,20.947584305309157,32.81296902439331
New Jersey,Warren County,105267,84669,5319,10696,80.43261420958135,5.052865570406682,10.160829129736763
New Mexico,Bernalillo County,679121,259792,17603,341627,38.25415500330575,2.5920270467265776,50.304290398912705
New Mexico,Catron County,3527,2641,22,670,74.87950099234476,0.6237595690388432,18.996314148001133
New Mexico,Chaves County,64615,24514,941,37376,37.93855915809022,1.4563181923701929,57.84415383424902
New Mexico,Cibola County,26675,5043,273,10261,18.905342080599816,1.023430178069353,38.46672914714152
New Mexico,Colfax County,11941,5605,65,5876,46.939117326857044,0.5443430198475839,49.20860899422159
New Mexico,Curry County,48954,22780,2710,21255,46.53348041018098,5.535809126935493,43.41831106753278
New Mexico,De Baca County,1748,874,9,803,50.0,0.5148741418764302,45.93821510297482
New Mexico,Doña Ana County,218195,58310,3548,150033,26.723802103622898,1.626068425032654,68.76097069135406
New Mexico,Eddy County,58460,26456,775,29548,45.25487512829286,1.3256927813889838,50.5439616832022
New Mexico,Grant County,26998,12353,229,13608,45.75524112897252,0.8482109785910068,50.403733609897024
New Mexico,Guadalupe County,4300,702,68,3382,16.325581395348838,1.5813953488372094,78.65116279069768
New Mexico,Harding County,625,326,2,293,52.16,0.32,46.88
New Mexico,Hidalgo County,4198,1632,45,2434,38.875655073844705,1.0719390185802764,57.97999047165315
New Mexico,Lea County,71070,24366,2403,42705,34.28450823132124,3.38117349092444,60.088644997889425
New Mexico,Lincoln County,19572,11809,127,6727,60.33619456366237,0.6488861639076231,34.37052932761087
New Mexico,Los Alamos County,19369,13783,237,3574,71.16010119262741,1.2236047292064642,18.452165831999586
New Mexico,Luna County,23709,6768,242,16096,28.546121725926863,1.0207094352355646,67.8898308659159
New Mexico,McKinley County,71367,5930,329,10148,8.309162498073338,0.4609973797413369,14.219457172082336
New Mexico,Mora County,4521,763,15,3672,16.876797168767972,0.33178500331785005,81.22096881220969
New Mexico,Otero County,67490,32619,2296,26034,48.33160468217514,3.4019854793302717,38.574603644984435
New Mexico,Quay County,8253,4035,129,3797,48.89131225009086,1.5630679752817156,46.007512419726154
New Mexico,Rio Arriba County,38921,4992,176,27668,12.825980832969348,0.4521980421880218,71.08758767760334
New Mexico,Roosevelt County,18500,9339,387,8000,50.48108108108109,2.091891891891892,43.24324324324325
New Mexico,Sandoval County,146748,62428,3052,58613,42.54095456156132,2.079755771799275,39.94125984681222
New Mexico,San Juan County,123958,46423,721,25534,37.45058810242179,0.5816486229206667,20.598912534890854
New Mexico,San Miguel County,27277,4877,413,21162,17.879532206620965,1.5140961249404261,77.58184551086995
New Mexico,Santa Fe County,150358,64899,1248,76529,43.162984344032246,0.8300190212692373,50.89785711435374
New Mexico,Sierra County,10791,6906,69,3342,63.99777592438143,0.6394217403391717,30.970252988601608
New Mexico,Socorro County,16637,5576,153,8283,33.5156578710104,0.9196369537777244,49.786620183927404
New Mexico,Taos County,32723,11719,152,18501,35.81273110656113,0.4645050881642882,56.5382147113651
New Mexico,Torrance County,15461,7784,226,6770,50.3460319513615,1.4617424487419959,43.787594592846524
New Mexico,Union County,4059,2099,78,1748,51.712244395171226,1.921655580192165,43.06479428430648
New Mexico,Valencia County,76688,24487,840,46873,31.930680158564574,1.095347381598164,61.12168787815564
New York,Albany County,305506,218645,39031,19102,71.56815250764308,12.775853829384696,6.25257769078185
New York,Allegany County,46091,43456,595,784,94.28304875138315,1.2909244754941311,1.7009828382981491
New York,Bronx County,1418207,127783,414684,799580,9.010179755141527,29.24001926376051,56.379639925624396
New York,Broome County,190488,157534,10628,8476,82.70022258619966,5.579354080047038,4.449624123304356
New York,Cattaraugus County,76117,68830,1008,1635,90.42658013321596,1.3242770997280502,2.148008986166034
New York,Cayuga County,76576,68825,3029,2401,89.87802966987046,3.955547430004179,3.135447137484329
New York,Chautauqua County,126903,110496,2733,9864,87.07122763055246,2.1536133897543794,7.77286588969528
New York,Chemung County,83456,71819,4965,2700,86.05612538343556,5.949242714723925,3.2352377300613497
New York,Chenango County,47207,44611,420,1087,94.50081555701485,0.8896985616539921,2.3026246107568786
New York,Clinton County,80485,72402,3155,2402,89.95713486985153,3.919985090389513,2.9844070323662795
New York,Columbia County,59461,51185,2800,2989,86.08163333949983,4.708968903987488,5.026824305006644
New York,Cortland County,47581,43916,850,1354,92.29734557911772,1.7864273554570098,2.8456736932809314
New York,Delaware County,44135,40517,761,1761,91.80242437974395,1.724255126316982,3.990030587968732
New York,Dutchess County,294218,207907,31093,37960,70.66426935129734,10.56801419355716,12.901997838337559
New York,Erie County,918702,688598,120415,52969,74.95335810741678,13.107079335845572,5.765634558322502
New York,Essex County,36885,34027,867,1112,92.25159278839637,2.3505490036600243,3.014775654059916
New York,Franklin County,50022,40877,2813,1811,81.71804406061331,5.623525648714565,3.6204070209108
New York,Fulton County,53383,49220,1023,1861,92.20163722533393,1.9163404079950543,3.4861285427945234
New York,Genesee County,57280,51680,1584,1989,90.22346368715084,2.76536312849162,3.4724162011173183
New York,Greene County,47188,40037,2550,2954,84.84572348902266,5.403916249894039,6.260066118504706
New York,Hamilton County,4416,4173,44,87,94.49728260869566,0.9963768115942028,1.9701086956521736
New York,Herkimer County,61319,57787,779,1414,94.23995825111301,1.2704055839136321,2.3059736786314198
New York,Jefferson County,109834,89300,6575,8561,81.30451408489176,5.986306608154124,7.794489866525849
New York,Kings County,2559903,941268,760626,483679,36.769674475946935,29.71307897213293,18.894426859142712
New York,Lewis County,26296,25228,156,463,95.9385457864314,0.5932461210830544,1.7607240644965012
New York,Livingston County,62914,56935,1577,2451,90.49655084718823,2.5065963060686016,3.8957942588295134
New York,Madison County,70941,65873,1258,1654,92.85603529693691,1.7733045770428948,2.3315149208497203
New York,Monroe County,741770,520135,108511,68088,70.12079215929467,14.628658479043366,9.17912560497189
New York,Montgomery County,49221,39474,1049,7404,80.19747668678,2.1312041608256638,15.042359968306213
New York,Nassau County,1356924,794199,158916,237225,58.52936494601025,11.711488631640384,17.482556134315555
New York,New York County,1628706,769099,201829,416759,47.22147520792581,12.391984802659287,25.58835050647569
New York,Niagara County,209281,177777,14843,6970,84.94655511011511,7.092378190088924,3.3304504470066565
New York,Oneida County,228671,186013,14144,14083,81.34525147482628,6.185305526280113,6.158629646960042
New York,Onondaga County,460528,352132,50658,23802,76.46266893652503,10.999982628634957,5.168415384080881
New York,Ontario County,109777,98242,2441,5614,89.49233445985952,2.2235987501935743,5.114003844156791
New York,Orange County,384940,241474,40746,83002,62.73029563048786,10.585026237855253,21.562321400737773
New York,Orleans County,40352,34804,2306,2066,86.25099127676447,5.714710547184774,5.119944488501191
New York,Oswego County,117124,109768,1134,3218,93.71947679382536,0.9682046378197466,2.747515453707182
New York,Otsego County,59493,54150,1269,2286,91.01911149210831,2.1330240532499625,3.84246886188291
New York,Putnam County,98320,75783,2869,16126,77.0779088689992,2.9180227827502034,16.401545972335228
New York,Queens County,2253858,560135,404028,634934,24.852275520463138,17.926062777690515,28.17098503987385
New York,Rensselaer County,158714,131105,11245,8260,82.60455914412087,7.085071260254293,5.204329800773719
New York,Richmond County,476143,283691,44681,88638,59.581050230708,9.383945579374263,18.615835998849086
New York,Rockland County,325789,204387,36522,59937,62.73600397803486,11.210323246027336,18.39749040022837
New York,St. Lawrence County,107740,99089,2409,2594,91.97048449972158,2.235938370150362,2.4076480415815853
New York,Saratoga County,229863,207147,4125,7771,90.11759178293157,1.7945471868025735,3.380709379064921
New York,Schenectady County,155299,112596,17405,11540,72.5027205584067,11.207412797249178,7.430826985363718
New York,Schoharie County,30999,28810,386,1065,92.93848188651249,1.245201458111552,3.4355946966031166
New York,Schuyler County,17807,16851,177,363,94.63132475992586,0.9939911270848544,2.038524175885887
New York,Seneca County,34016,30144,1658,1257,88.61712135465666,4.874176857949202,3.6953198494825967
New York,Steuben County,95379,89096,1501,1626,93.41259606412312,1.5737216787762502,1.7047777812726068
New York,Suffolk County,1476601,983806,110248,298429,66.6263939953989,7.466336539119236,20.21053757921063
New York,Sullivan County,75432,53368,6183,12656,70.74981440237566,8.196786509704104,16.778025241276914
New York,Tioga County,48203,45651,446,1005,94.70572371014252,0.9252536149202332,2.084932473082588
New York,Tompkins County,102180,78707,4072,5519,77.0277940888628,3.9851242904678017,5.401252691329027
New York,Ulster County,177573,139880,10738,18838,78.77323692227985,6.047090492360889,10.608594775106576
New York,Warren County,63944,59641,836,1803,93.27067434004756,1.307393969723508,2.819654697860628
New York,Washington County,61204,56322,1862,1801,92.02339716358408,3.0422848179857525,2.9426181295340177
New York,Wayne County,89918,80485,2575,4220,89.50933072354813,2.863720278475945,4.693164883560578
New York,Westchester County,967506,509099,133706,247170,52.61972535570838,13.819655898774785,25.547128389901452
New York,Wyoming County,39859,35814,2022,1321,89.85172733886951,5.072881908728268,3.314182493288843
New York,Yates County,24913,23617,214,568,94.79789668044796,0.8589892827038093,2.279934170914784
North Carolina,Alamance County,169509,106676,34090,22130,62.93235167454234,20.111026553162368,13.055353993003322
North Carolina,Alexander County,37497,32492,2138,1788,86.65226551457451,5.701789476491452,4.7683814705176415
North Carolina,Alleghany County,11137,9659,162,1097,86.72892161264255,1.4546107569363385,9.850049384933106
North Carolina,Anson County,24446,10840,11756,1006,44.34263274155282,48.08966702118956,4.115192669557392
North Carolina,Ashe County,27203,25105,204,1390,92.28761533654377,0.7499172885343528,5.109730544425247
North Carolina,Avery County,17557,15543,788,887,88.5287919348408,4.48823830950618,5.052115965142108
North Carolina,Beaufort County,46994,30986,11294,3769,65.93607694599311,24.03285525811805,8.020172788015492
North Carolina,Bertie County,18947,6568,11493,446,34.665118488415054,60.65867947432312,2.353934659840608
North Carolina,Bladen County,32722,17979,10891,2538,54.944685532669155,33.283417883992406,7.756249617994009
North Carolina,Brunswick County,142820,117562,13918,7042,82.31480184848061,9.74513373477104,4.9306819773141015
North Carolina,Buncombe County,261191,217716,15666,17870,83.35509263336026,5.997909575751077,6.841736507000624
North Carolina,Burke County,90485,73613,5976,5855,81.3538155495386,6.604409570647068,6.470685749019174
North Carolina,Cabarrus County,216453,137189,40180,24034,63.38050292673236,18.562921280832327,11.103565208151425
North Carolina,Caldwell County,82178,71265,3959,4854,86.72029010197376,4.817591082771545,5.906690355082869
North Carolina,Camden County,10867,8749,1212,327,80.50980031287384,11.153032115579279,3.009110149995399
North Carolina,Carteret County,69473,60113,3728,3067,86.52714004001554,5.366113454147653,4.414664689879522
North Carolina,Caswell County,22604,13783,7177,1035,60.975933463103885,31.75101751902318,4.57883560431782
North Carolina,Catawba County,159551,119524,13510,16175,74.91272383125145,8.467511955424913,10.137824269355882
North Carolina,Chatham County,74470,53668,8763,9026,72.06660400161138,11.767154558882767,12.120316906136699
North Carolina,Cherokee County,28612,26057,396,937,91.07018034391164,1.3840346707675102,3.2748497134069616
North Carolina,Chowan County,13943,8343,4725,522,59.83647708527575,33.887972459298574,3.7438141002653667
North Carolina,Clay County,11231,10389,128,434,92.50289377615528,1.1397026088505031,3.864304158133737
North Carolina,Cleveland County,97947,71268,20168,3690,72.76179974884374,20.59072763841669,3.767343563355692
North Carolina,Columbus County,55508,32809,16668,3094,59.10679541687685,30.02810405707285,5.5739713194494485
North Carolina,Craven County,102139,67005,21204,7770,65.601777969238,20.759944781131594,7.607280274919473
North Carolina,Cumberland County,335509,142107,124839,40572,42.355644706997424,37.208837914929255,12.092671135498598
North Carolina,Currituck County,27763,24136,1509,1212,86.93584987213198,5.4352915751179625,4.3655224579476295
North Carolina,Dare County,37009,32183,914,2861,86.95992866600018,2.4696695398416604,7.730552027885108
North Carolina,Davidson County,167609,133051,16183,12450,79.3817754416529,9.655209445793485,7.428002076260822
North Carolina,Davie County,42846,35942,2631,3107,83.88647715072588,6.140596555104327,7.251552070204921
North Carolina,Duplin County,58741,29950,14182,13517,50.98653410735262,24.143273012035884,23.011184692123045
North Carolina,Durham County,321488,138175,114467,43928,42.97983128452695,35.60537251779226,13.663962574030759
North Carolina,Edgecombe County,51472,18549,29463,2553,36.0370686975443,57.240829965806654,4.959978240596829
North Carolina,Forsyth County,382295,215155,98623,50828,56.279836252108964,25.7976170235028,13.295491701434756
North Carolina,Franklin County,69685,43899,17491,6253,62.996340675898686,25.100093276888853,8.973236708043338
North Carolina,Gaston County,224529,159710,38879,17014,71.13112337381808,17.315803303804852,7.577640304815858
North Carolina,Gates County,11562,7352,3578,276,63.58761459955025,30.946203079052072,2.3871302542812662
North Carolina,Graham County,8441,7269,36,316,86.11538917189907,0.4264897523990048,3.743632271057932
North Carolina,Granville County,60443,34917,18788,5147,57.76847608490645,31.08383104743312,8.515460847409956
North Carolina,Greene County,21069,9820,7517,3308,46.60876168778774,35.678010346955254,15.700792633727277
North Carolina,Guilford County,537174,265292,184696,45191,49.38660471281186,34.382900140364214,8.412730325741752
North Carolina,Halifax County,50010,19013,26593,1558,38.01839632073585,53.1753649270146,3.1153769246150773
North Carolina,Harnett County,135976,82487,28286,18178,60.66291110195918,20.802200388303817,13.368535623933635
North Carolina,Haywood County,62317,57428,784,2672,92.15462875298876,1.2580836689827817,4.287754545308664
North Carolina,Henderson County,117417,97616,3718,12137,83.13617278588278,3.1664920752531582,10.33666334517148
North Carolina,Hertford County,23677,7738,14267,982,32.681505258267514,60.2567892891836,4.1474849009587365
North Carolina,Hoke County,55234,21399,18677,7695,38.742441249954744,33.8143172683492,13.931636310967884
North Carolina,Hyde County,4937,3052,1292,485,61.81891837148065,26.169738707717237,9.823779623252987
North Carolina,Iredell County,181806,137085,21490,14603,75.4018019207287,11.820291959561294,8.032188156606491
North Carolina,Jackson County,43938,35433,936,2746,80.64317902498976,2.1302744776730846,6.249715508216124
North Carolina,Johnston County,209339,139888,33627,29475,66.82366878603604,16.063418665418293,14.080032865352369
North Carolina,Jones County,9419,5926,2720,484,62.91538379870474,28.87780019110309,5.138549739887461
North Carolina,Lee County,61779,35698,11753,12105,57.78338917755225,19.024263908447853,19.59403680862429
North Carolina,Lenoir County,55949,27367,22839,4422,48.91418970848451,40.821104934851384,7.9036265170065585
North Carolina,Lincoln County,86111,72825,4683,6480,84.57107686590564,5.4383295978446435,7.525171000220644
North Carolina,McDowell County,45756,39890,1729,2920,87.17982341113733,3.778739400297228,6.381676719993006
North Carolina,Macon County,35858,31786,486,2641,88.64409615706398,1.3553460873445258,7.365162585754922
North Carolina,Madison County,21755,20435,298,532,93.93242932659157,1.3698000459664443,2.4454148471615715
North Carolina,Martin County,22440,11732,9327,916,52.28163992869875,41.56417112299466,4.081996434937611
North Carolina,Mecklenburg County,1110356,512279,349838,152925,46.136464341166246,31.50683204305645,13.772609865664705
North Carolina,Mitchell County,14964,13638,85,923,91.13873295910184,0.5680299385191125,6.168136861801658
North Carolina,Montgomery County,27173,17093,4965,4231,62.904353586280486,18.27181393294814,15.570603172266589
North Carolina,Moore County,100880,77707,11777,7156,77.0291435368755,11.67426645519429,7.093576526566218
North Carolina,Nash County,94298,46140,38298,6940,48.92998791066619,40.61379880803411,7.359647076290059
North Carolina,New Hanover County,234473,181550,30400,13610,77.42895770515155,12.965245465362749,5.804506275775889
North Carolina,Northampton County,19483,7552,11025,513,38.761997638967294,56.587794487501924,2.633064723091927
North Carolina,Onslow County,197938,130099,29029,25521,65.72714688437793,14.665703402075398,12.893431276460305
North Carolina,Orange County,148476,103220,16820,12816,69.51965300789354,11.3284301840028,8.63169805221046
North Carolina,Pamlico County,12726,9445,2357,542,74.21813609932421,18.521137828068518,4.258997328304258
North Carolina,Pasquotank County,39824,21634,14290,2300,54.3240257131378,35.88288469264765,5.77541181197268
North Carolina,Pender County,63060,47572,8982,4742,75.4392641928322,14.243577545195052,7.519822391373296
North Carolina,Perquimans County,13463,9772,3013,370,72.58411943846095,22.379855901359285,2.7482730446408663
North Carolina,Person County,39490,26172,10444,1785,66.27500633071664,26.447201823246388,4.5201316789060515
North Carolina,Pitt County,180742,97722,63525,11730,54.06712330282944,35.14678381339147,6.489913799780902
North Carolina,Polk County,20724,18180,840,1223,87.72437753329473,4.053271569195137,5.901370391816252
North Carolina,Randolph County,143667,112661,8870,17224,78.4181475216995,6.173999596288639,11.988835292725536
North Carolina,Richmond County,44829,25321,13998,3052,56.48352628878628,31.225322893662586,6.808092975529232
North Carolina,Robeson County,130625,32290,30027,12048,24.71961722488038,22.987177033492824,9.22334928229665
North Carolina,Rockingham County,91010,65662,16924,5760,72.14811559169323,18.595758707834307,6.3289748379298985
North Carolina,Rowan County,142088,101394,23001,13400,71.36000225212544,16.187855413546536,9.430775294183883
North Carolina,Rutherford County,67029,55506,6424,3225,82.80893344671708,9.583911441316443,4.8113503110593925
North Carolina,Sampson County,63531,31949,15994,13057,50.288835371708295,25.17511136295667,20.552171380900663
North Carolina,Scotland County,34823,14807,13408,1150,42.52074778163857,38.50328805674411,3.302415070499382
North Carolina,Stanly County,62806,50778,6925,2786,80.84896347482726,11.026016622615671,4.4358819221093535
North Carolina,Stokes County,45591,41434,1775,1507,90.88197231909807,3.893312276545809,3.3054769581715693
North Carolina,Surry County,71783,59744,2658,7963,83.22861958959643,3.7028265745371467,11.093155761113357
North Carolina,Swain County,14271,8662,156,822,60.69651741293532,1.0931259196972882,5.7599327307126345
North Carolina,Transylvania County,34385,31076,1166,1168,90.37661771121132,3.391013523338665,3.396830013087102
North Carolina,Tyrrell County,4016,1973,1498,376,49.12848605577689,37.300796812749,9.362549800796813
North Carolina,Union County,239859,170503,28434,27515,71.08467891552955,11.854464497892511,11.471322735440404
North Carolina,Vance County,44535,17348,22516,3675,38.95363197485124,50.55798809924778,8.251936679016504
North Carolina,Wake County,1111761,662234,222192,115531,59.5662197180869,19.985590428158567,10.391711887716877
North Carolina,Warren County,19731,7532,9961,773,38.173432669403475,50.484009933607005,3.9176929704525874
North Carolina,Washington County,11580,5120,5569,653,44.21416234887738,48.09153713298791,5.639032815198617
North Carolina,Watauga County,56177,51352,922,2261,91.41107570713993,1.641241077309219,4.02477882407391
North Carolina,Wayne County,123131,64930,38372,15327,52.732455677286794,31.163557511918203,12.447718283779066
North Carolina,Wilkes County,68412,59331,2983,4728,86.72601298017892,4.360346138104427,6.9110682336432205
North Carolina,Wilson County,81801,38317,32350,8819,46.841725651275645,39.547193799586786,10.781041796555057
North Carolina,Yadkin County,37667,31578,1143,4338,83.83465633047494,3.0344864204741557,11.516712241484587
North Carolina,Yancey County,18069,16619,160,998,91.97520615418672,0.8854944933311196,5.5232719021528585
North Dakota,Adams County,2216,2044,21,35,92.23826714801443,0.947653429602888,1.57942238267148
North Dakota,Barnes County,10415,9636,182,230,92.5204032645223,1.7474795967354777,2.208353336533845
North Dakota,Benson County,6832,2766,31,278,40.485948477751755,0.4537470725995317,4.069086651053864
North Dakota,Billings County,928,853,0,24,91.91810344827587,0.0,2.586206896551724
North Dakota,Bottineau County,6282,5729,46,141,91.19707099649794,0.7322508755173511,2.24450811843362
North Dakota,Bowman County,3024,2781,6,165,91.96428571428572,0.1984126984126984,5.456349206349206
North Dakota,Burke County,2115,1954,15,63,92.38770685579199,0.7092198581560284,2.9787234042553195
North Dakota,Burleigh County,95626,84380,2189,2634,88.23960010875703,2.289126388220777,2.7544809988915144
North Dakota,Cass County,181923,153506,11361,5135,84.37965512881823,6.244949786448113,2.8226227579800245
North Dakota,Cavalier County,3762,3554,16,54,94.47102604997343,0.4253056884635832,1.4354066985645932
North Dakota,Dickey County,4872,4535,36,168,93.08292282430216,0.7389162561576356,3.4482758620689653
North Dakota,Divide County,2264,2057,44,65,90.85689045936395,1.9434628975265016,2.871024734982332
North Dakota,Dunn County,4424,3548,72,249,80.19891500904157,1.6274864376130198,5.628390596745027
North Dakota,Eddy County,2287,2035,11,99,88.98119807608221,0.4809794490599039,4.3288150415391335
North Dakota,Emmons County,3241,3090,9,37,95.34094415303915,0.27769207034865784,1.1416229558778157
North Dakota,Foster County,3210,3033,12,74,94.4859813084112,0.37383177570093457,2.3052959501557635
North Dakota,Golden Valley County,1761,1641,11,59,93.18568994889269,0.6246450880181715,3.350369108461102
North Dakota,Grand Forks County,69451,57701,2931,3248,83.08159709723402,4.220241609192092,4.676678521547565
North Dakota,Grant County,2274,2153,3,33,94.67897977132807,0.13192612137203166,1.4511873350923483
North Dakota,Griggs County,2231,2167,10,29,97.13133124159569,0.4482294935006724,1.2998655311519496
North Dakota,Hettinger County,2499,2267,16,69,90.71628651460584,0.6402561024409764,2.7611044417767108
North Dakota,Kidder County,2480,2317,9,117,93.42741935483872,0.3629032258064516,4.717741935483872
North Dakota,LaMoure County,4046,3903,13,69,96.46564508156204,0.32130499258526946,1.7053880375679684
North Dakota,Logan County,1850,1750,3,48,94.5945945945946,0.1621621621621622,2.5945945945945947
North Dakota,McHenry County,5745,5489,22,114,95.54395126196691,0.3829416884247171,1.9843342036553528
North Dakota,McIntosh County,2497,2350,20,65,94.11293552262717,0.8009611533840608,2.6031237484981977
North Dakota,McKenzie County,15024,11455,288,1458,76.24467518636847,1.9169329073482428,9.70447284345048
North Dakota,McLean County,9450,8349,43,243,88.34920634920636,0.455026455026455,2.571428571428572
North Dakota,Mercer County,8187,7546,50,247,92.17051422987663,0.6107243190423843,3.0169781360693775
North Dakota,Morton County,31364,27856,396,1292,88.81520214258384,1.2625940568805,4.119372529014156
North Dakota,Mountrail County,10545,6155,168,943,58.36889521100048,1.5931721194879092,8.94262683736368
North Dakota,Nelson County,2879,2622,25,133,91.0732893365752,0.8683570684265369,4.619659604029176
