STNAME,CTYNAME,NHWA,NHBA,NHIA,NHAA,NHNA,H,NHWA_perc,NHBA_perc,NHIA_perc,NHAA_perc,NHNA_perc,H_perc
North Dakota,Ransom County,4865,44,38,58,0,131,93.2349559218091,0.8432349559218091,0.7282483710233806,1.1115369873514758,0.0,2.5105404369490225
North Dakota,Renville County,2198,9,13,7,5,64,94.45638160721961,0.38676407391491185,0.558659217877095,0.30081650193382037,0.21486892995272885,2.7503223033949293
North Dakota,Richland County,14639,169,400,101,6,577,90.49267478518885,1.0446930827718366,2.472646349755826,0.624343203313346,0.037089695246337394,3.566792359522779
North Dakota,Rolette County,2541,66,10850,26,1,293,17.924661399548533,0.46557562076749437,76.53781038374719,0.18340857787810383,0.007054176072234762,2.0668735891647856
North Dakota,Sargent County,3534,67,51,34,3,131,90.66187788609544,1.7188301693175987,1.3083632632119035,0.8722421754746023,0.07696254489481785,3.3606977937403792
North Dakota,Sheridan County,1249,0,19,4,1,18,94.9809885931559,0.0,1.4448669201520912,0.3041825095057034,0.07604562737642585,1.3688212927756656
North Dakota,Sioux County,530,27,3290,8,1,216,12.529550827423169,0.6382978723404256,77.77777777777777,0.18912529550827425,0.023640661938534282,5.1063829787234045
North Dakota,Slope County,698,8,9,0,0,31,93.06666666666666,1.0666666666666669,1.2000000000000002,0.0,0.0,4.133333333333334
North Dakota,Stark County,27326,890,447,472,21,1791,86.77951030518594,2.826383816570866,1.419543332592334,1.498936136428594,0.06668995522245863,5.687700466829686
North Dakota,Steele County,1792,9,23,4,0,42,94.81481481481482,0.47619047619047616,1.216931216931217,0.21164021164021168,0.0,2.2222222222222223
North Dakota,Stutsman County,19007,332,345,174,15,541,91.80351622874807,1.6035548686244203,1.6663446676970632,0.8404173106646059,0.07244976816074189,2.613021638330757
North Dakota,Towner County,1977,8,109,3,0,59,90.31521242576521,0.3654636820465967,4.979442667884879,0.13704888076747374,0.0,2.6952946550936505
North Dakota,Traill County,7359,62,109,47,1,298,91.5754106520657,0.7715281234444997,1.3563962170233947,0.584868093578895,0.01244400199104032,3.7083125933300147
North Dakota,Walsh County,8883,68,178,83,8,1272,83.47899633493094,0.6390376844281552,1.6727751151207593,0.7800018795226014,0.0751809040503712,11.953763744009022
North Dakota,Ward County,55577,3036,1541,1181,104,4299,82.16466344376931,4.488402004701291,2.2782040478408065,1.7459824662556733,0.15375290134681627,6.355612720095801
North Dakota,Wells County,3690,14,22,12,2,45,96.24413145539906,0.3651538862806468,0.5738132498695879,0.31298904538341155,0.05216484089723526,1.1737089201877935
North Dakota,Williams County,29381,1817,1376,332,57,3384,78.16382452313178,4.833860969964618,3.6606454015802496,0.8832371172417461,0.1516401074782516,9.00263374923515
Ohio,Adams County,26635,131,142,99,6,288,96.16217777456856,0.47295833634197415,0.5126723951187812,0.3574265289912629,0.021662213878258358,1.0397862661564012
Ohio,Allen County,82493,12529,207,783,18,3420,80.59813778077401,12.241209172357866,0.20224521499545683,0.7650145088958583,0.017586540434387548,3.3414426825336347
Ohio,Ashland County,51051,437,112,384,35,806,95.4509759928203,0.8170667863286216,0.20940842121008152,0.7179717298631366,0.06544013162815047,1.5069927454939795
Ohio,Ashtabula County,86793,3377,210,458,25,4318,89.25556092594688,3.472814964881069,0.21595828919900042,0.47099474501496286,0.02570932014273815,4.4405137750537325
Ohio,Athens County,58603,1795,158,1992,29,1265,89.70716549053225,2.7477153397523226,0.2418601803236028,3.0492751848393467,0.044392058413825826,1.936412203223782
Ohio,Auglaize County,43679,271,80,282,25,811,95.66979148414228,0.5935693008585947,0.17522340984755563,0.6176625197126336,0.05475731557736113,1.776327317329595
Ohio,Belmont County,61944,2797,118,331,11,758,92.4454526460317,4.174253051965495,0.17610363251052144,0.49398561322866613,0.016416440318777422,1.1312419783302987
Ohio,Brown County,41765,412,97,118,8,538,96.16181617240746,0.9486093203168171,0.22333763123963896,0.2716890771781175,0.01841959845275373,1.2387179959476884
Ohio,Butler County,305928,33593,630,14637,342,19113,79.84882573720944,8.767950638679938,0.16443333141929456,3.8203343999749433,0.0892638084847599,4.988594068915836
Ohio,Carroll County,25883,171,73,105,2,343,96.16927992866167,0.6353570632384632,0.27123430185033814,0.3901315300587055,0.0074310767630229625,1.274429664858438
Ohio,Champaign County,36257,797,153,195,15,659,93.24160987527324,2.0496335347820493,0.3934679182203935,0.5014787193005015,0.038575286100038575,1.6947409026616946
Ohio,Clark County,112487,11690,351,936,73,4851,83.89355846751639,8.718480344264371,0.2617781523384769,0.6980750729026051,0.054443889232788645,3.617908310524078
Ohio,Clermont County,192408,3403,369,2786,95,4273,93.20828569767667,1.6485166740945996,0.17875482008254695,1.3496231131435659,0.0460208886391381,2.069971127947759
Ohio,Clinton County,39172,897,98,233,16,713,93.33778116660312,2.1373427373236753,0.2335112466641251,0.5551849027830728,0.03812428516965307,1.6989134578726648
Ohio,Columbiana County,95501,2332,166,334,28,1937,93.73595202339939,2.288900012759734,0.16293199061668778,0.3278270172649019,0.027482504441369023,1.9012003965332784
Ohio,Coshocton County,34973,423,105,119,10,429,95.55464480874318,1.1557377049180326,0.28688524590163933,0.32513661202185795,0.027322404371584695,1.1721311475409837
Ohio,Crawford County,39434,437,84,243,43,745,95.03542680869523,1.0531643129127102,0.20243890682990312,0.5856268376150768,0.10362944040102182,1.7954403046223548
Ohio,Cuyahoga County,723646,366355,1893,40866,216,77343,58.5914019587522,29.662643149549176,0.1532704166234843,3.3087949528448544,0.017488858949113898,6.262226007876464
Ohio,Darke County,48945,340,97,227,17,863,95.75841762369652,0.6651928080918749,0.18977559524974077,0.44411402187310467,0.03325964040459374,1.6884158628920234
Ohio,Defiance County,32756,632,80,179,12,3947,86.00309816997925,1.6593588363483605,0.21004542232257728,0.4699766324467667,0.03150681334838659,10.363116023840156
Ohio,Delaware County,175280,7856,290,15837,93,5860,83.79506351080663,3.7556710345783717,0.13863856924996534,7.571100073143798,0.044459954966368204,2.8014552269130926
Ohio,Erie County,61626,6400,182,542,11,3368,82.98009856461908,8.617671612851103,0.24506503649045325,0.7298090647133277,0.014811623084587833,4.535049686262893
Ohio,Fairfield County,133835,13365,305,3001,70,3741,84.93469734854736,8.481729219287446,0.19355985124449465,1.9045020117532077,0.044423572416769266,2.3741226344447686
Ohio,Fayette County,26314,612,74,267,9,650,92.24890446976337,2.145486415425066,0.25942156003505695,0.9360210341805434,0.0315512708150745,2.2787028921998242
Ohio,Franklin County,818216,304977,2442,74732,546,76123,62.13877134412147,23.161238680514842,0.18545577160840732,5.675463031875305,0.041465541072150044,5.781101434130545
Ohio,Fulton County,37397,264,88,171,8,3720,88.77415372928832,0.6266913545079049,0.2088971181693016,0.4059250818971657,0.018990647106300145,8.830650904429568
Ohio,Gallia County,27843,666,124,207,101,429,93.1266305438491,2.227573750752559,0.414743461101077,0.6923540036122818,0.33781523847749023,1.434878587196468
Ohio,Geauga County,89360,1131,82,619,17,1537,95.42013262287904,1.207701096648122,0.08756099904964282,0.6609787611186451,0.01815289004687717,1.641234823650012
Ohio,Greene County,141372,11960,458,5157,120,5003,83.68326654314922,7.0795622036617205,0.271106980708785,3.05261724784979,0.07103239669225805,2.9614590054280585
Ohio,Guernsey County,36781,583,116,170,13,447,94.61350482315113,1.49967845659164,0.29839228295819936,0.437299035369775,0.03344051446945337,1.14983922829582
Ohio,Hamilton County,529825,214270,1155,23376,594,29074,64.81253815110713,26.21126324661487,0.141289070097728,2.859543984938952,0.07266295033597439,3.5565700640877433
Ohio,Hancock County,67168,1321,181,1470,12,4358,88.63201509573389,1.7431350038926934,0.23883984534790126,1.9397490202288112,0.015834685879418865,5.750630088542286
Ohio,Hardin County,29679,299,73,224,8,609,94.62458153993306,0.9532918858600352,0.23274350390562729,0.714171847600829,0.025506137414315316,1.941654710664754
Ohio,Harrison County,14263,306,23,32,1,181,94.83377659574467,2.0345744680851063,0.1529255319148936,0.2127659574468085,0.006648936170212766,1.2034574468085106
Ohio,Henry County,24266,183,86,126,2,2098,89.854106494853,0.6776271939568985,0.3184477523513294,0.4665629860031104,0.007405761682589056,7.768644005035918
Ohio,Highland County,40967,594,128,172,12,552,94.91670721252981,1.376242441092653,0.29656402771020135,0.398507912235583,0.027802877597831382,1.2789323695002435
Ohio,Hocking County,27148,196,91,110,5,322,96.05151429380132,0.6934616473252194,0.32196433625813753,0.38918765921313336,0.017690348146051513,1.1392584206057175
Ohio,Holmes County,42950,165,32,80,19,452,97.70245677888991,0.37534121929026387,0.07279344858962694,0.18198362147406735,0.04322111010009099,1.0282074613284804
Ohio,Huron County,52362,661,146,192,16,4021,89.8671609514983,1.1344523392716164,0.2505749493701301,0.3295232210894862,0.027460268424123847,6.901108708337624
Ohio,Jackson County,31066,229,126,107,14,355,95.84426001912811,0.706506648566933,0.3887329158053867,0.33011446024743163,0.04319254620059852,1.0952395643723198
Ohio,Jefferson County,58867,3507,122,324,19,1073,90.11404515882128,5.368541905855339,0.18675851511672406,0.49598163030998854,0.02908534251817834,1.6425564485265978
Ohio,Knox County,59369,621,146,358,20,978,95.26170533679921,0.9964378550110715,0.23426719296556597,0.5744359937100864,0.03209139629665286,1.5692692789063252
Ohio,Lake County,201531,10465,274,3404,43,10788,87.56544673233425,4.547054299605907,0.1190533089433367,1.47904183811357,0.018683548483808318,4.6873981637982345
Ohio,Lawrence County,56316,1238,120,275,5,594,94.70763331819788,2.081966937423272,0.2018061651783462,0.4624724618670434,0.008408590215764424,0.9989405176328137
Ohio,Licking County,157506,7175,478,3991,66,3674,89.05587407130983,4.056835272698488,0.27026721398604564,2.256561613009013,0.03731723038301048,2.0773258246542503
Ohio,Logan County,42464,802,122,325,19,938,92.97600280259238,1.7559992993519005,0.26712208793133646,0.711595726046593,0.04160098090733929,2.0537747416360133
Ohio,Lorain County,240854,24166,660,4002,69,32185,77.73671623100185,7.799685637101277,0.21301798065409433,1.2916635736025537,0.022270061613837135,10.387854102048522
Ohio,Lucas County,292291,84131,928,7175,144,31604,68.23680745562021,19.640806073566353,0.2166462782597327,1.67503992081205,0.03361752593685508,7.378113122974778
Ohio,Madison County,39402,2835,139,626,10,1008,88.08656189220002,6.33788647693993,0.3107464621850618,1.3994768728622209,0.022355860588853367,2.25347074735642
Ohio,Mahoning County,172552,34344,378,2024,72,14772,75.45466868984576,15.018169256131848,0.16529431571214298,0.8850679761941203,0.03148463156421772,6.459596909258668
Ohio,Marion County,57369,4073,136,375,36,1853,88.13390072665264,6.257201235155853,0.20893183598850873,0.5760988124683145,0.0553054859969582,2.8466962653434313
Ohio,Medina County,168194,2540,288,2274,37,4135,93.57315322733191,1.4131051595028539,0.16022609682552047,1.2651185561848386,0.02058460271716756,2.300468438796969
Ohio,Meigs County,22103,208,74,46,4,171,96.49015584755753,0.9080193827214389,0.323045357314358,0.20081197887108743,0.017461911206181516,0.7464967040642598
Ohio,Mercer County,39051,188,111,227,351,814,94.84844068784611,0.45662100456621,0.2696006995045176,0.5513455746623919,0.8525211308656369,1.977071796366463
Ohio,Miami County,98224,2522,227,1831,28,2001,91.80928524026282,2.3572957462121567,0.21217531101909579,1.711422883154028,0.026171404002355427,1.870320693168329
Ohio,Monroe County,13225,86,21,24,1,110,96.8580635711147,0.6298520580049802,0.15380108393144867,0.17577266735022704,0.007323861139592794,0.8056247253552071
Ohio,Montgomery County,373982,112581,1151,12254,227,17328,70.33875193487897,21.17429991705646,0.21648074901210676,2.304739442566773,0.04269429194243983,3.2590603117999875
